ID,OPR,Auto,CCWM
USCALACOS,4.673,-1.29,-10.81
USCALABM1,11.062,-1.341,-4.138
USCALABM2,-0.0,-0.0,-0.0
USCALADBQ1,48.677,8.908,5.163
