ID,OPR,Auto,CCWM
USTXHOWLM2,18.253,1.781,0.843
USTXHOWLM3,68.111,21.79,42.407
USTXHOWLM1,61.229,19.755,46.347
USTXHOWLLT,59.578,10.567,9.51
USTXHOCMP,44.767,4.611,-9.984
