ID,OPR,Auto,CCWM
USIANUM3,8.199,-4.081,-17.747
USIANUM4,24.215,0.358,5.801
USIANUM8,16.646,-1.347,-24.653
USIANUM2,27.67,8.297,-34.48
USIANULT,18.925,-3.514,-16.171
