ID,OPR,Auto,CCWM
USCALASMS,10.085,3.023,-10.106
USCALAWM1,35.572,2.015,-6.49
USCALAWM2,74.397,3.662,64.129
USCALAWM3,61.81,11.572,9.202
USCALAROQ2,40.357,0.733,-0.271
USCALACMP,14.398,9.93,-69.148
