ID,OPR,Auto,CCWM
USGAATLM1,-3.984,-1.807,-29.202
USGAATLM3,37.724,6.497,6.978
USGAATLM4,25.809,-4.688,-19.535
USGAATLLT,41.037,9.491,-16.569
USGACMP,44.237,12.724,-33.401
