ID,OPR,Auto,CCWM
USTXHOSWM2,32.249,4.476,1.16
USTXHOSWM1,38.003,16.904,-33.514
USTXHOSWLT1,37.826,26.99,-11.298
USTXHOCMP,6.502,2.74,-79.883
