ID,OPR,Auto,CCWM
USMTEHQ,69.501,12.038,45.921
USMTBUQ,49.896,4.077,20.37
USMTCMP,102.555,21.915,62.236
FTCCMP1EDIS,61.163,10.154,-21.702
