ID,OPR,Auto,CCWM
USTXCEWAM1,17.083,0.04,-1.486
USTXCEWAM2,33.43,3.845,-15.887
USTXCEWAM3,29.57,3.751,-38.776
USTXCEWALT,31.5,9.361,-29.298
