ID,OPR,Auto,CCWM
USILCMM1B,5.268,4.103,-18.857
USILCMM2B,21.989,2.222,-42.087
USILCMM3A,2.796,-1.677,-21.279
USILCMLTB,25.182,3.654,10.908
