ID,OPR,Auto,CCWM
USCANOSBM1A,36.937,15.934,-27.334
USCANOSBM2A,10.059,0.315,-70.844
USCANOSBM3A,33.436,4.34,-23.894
USCANOSBLT,40.362,4.63,-40.845
