ID,OPR,Auto,CCWM
USFLFLNEM1,5.544,-3.516,-20.009
USFLFLNEM3,14.987,4.195,-9.295
USFLFLNEM4,32.115,6.812,-21.754
USFLFLNELT,64.299,2.147,32.464
