ID,OPR,Auto,CCWM
USIACHM5,22.757,6.048,-2.174
USIACHM3,25.054,3.254,-0.906
USIACHM4,42.789,1.11,22.411
USIACHM1,35.587,20.802,-3.213
USIACHM2,75.976,17.812,59.801
USIACHLT,65.776,13.491,21.083
USIATBSQ,59.281,12.046,-18.448
