ID,OPR,Auto,CCWM
USOHCOHLM2,6.004,-4.862,-14.017
USOHCOHLM3,11.586,0.642,-28.75
USOHCOHLLT,22.376,8.539,-27.182
USOHWAQ,0.776,0.758,-71.763
USOHSYQ,12.263,-1.633,-63.482
