ID,OPR,Auto,CCWM
USIAMAM5,1.316,0.011,-25.266
USIAMAM3,10.148,-1.681,-7.207
USIAMAM9,-1.498,-1.427,-71.283
USIAMAM7,43.551,1.12,24.032
USIAMAM2,18.876,-7.47,-49.205
USIAMALT,39.965,2.067,-10.193
USIATBSQ,48.944,8.707,-30.879
