ID,OPR,Auto,CCWM
USMOKSSEM2,3.613,2.056,-35.934
USMOKSSEM1,11.021,2.582,-13.679
USMOKSSEM3,34.293,10.695,7.714
USMOKSSELT,51.157,23.446,-2.094
