ID,OPR,Auto,CCWM
USMOKSSTLNM3,31.645,3.403,26.406
USMOKSSTLNM2,52.285,17.587,33.493
USMOKSSTLNM4,69.885,23.751,38.29
USMOKSSTLNM6,67.544,15.331,66.145
USMOKSSTLNLT,46.667,8.447,13.64
