ID,OPR,Auto,CCWM
USAKAKSCM1,32.705,-9.758,6.936
USAKAKSCM2,4.954,1.035,-43.639
USAKAKSCM3,51.368,6.085,27.047
USAKAKSCLT,63.669,18.27,65.426
USAKANQ,43.732,16.347,22.277
USAKCMP,89.247,24.518,-0.85
