ID,OPR,Auto,CCWM
USNYNYNYS,8.467,-0.115,5.555
USNYNYBRQ,47.174,8.938,27.272
USNYNYBRQ7,57.202,8.956,-32.816
USNYNYNYSQ,7.73,10.352,-49.366
