ID,OPR,Auto,CCWM
USCANOSBM1A,50.3,-3.882,10.681
USCANOSBM2B,72.346,14.371,20.832
USCANOSBM3A,65.656,20.215,14.434
USCANOSBLT,22.664,-0.772,-18.417
USCANOCMPAU,34.607,-0.474,-40.146
