ID,OPR,Auto,CCWM
USTXNOCLM1,38.436,18.492,19.883
USTXNOCLM2,41.094,10.669,17.586
USTXNOCLM3,63.36,13.49,23.085
USTXNOCNLT1,71.176,20.376,14.241
USTXNOLTSQ,64.563,22.364,-0.669
USTXNOCMP,59.396,10.777,18.844
