ID,OPR,Auto,CCWM
USILCMM1C,8.612,0.515,-0.216
USILCMM2c,40.875,22.544,36.604
USILCMM3C,65.909,15.293,46.214
USILCMLTB,54.342,19.596,15.436
USILCMP,9.587,9.399,-53.086
