ID,OPR,Auto,CCWM
USTXWPMDM1,26.784,3.512,22.185
USTXWPMDM2,13.314,-1.172,7.31
USTXWPMDM3,52.261,16.889,58.374
USTXWPMDLT,71.189,15.863,57.93
USTXWPCMP,74.077,13.815,-3.753
