ID,OPR,Auto,CCWM
USORHIS,15.901,0.302,-7.484
USORSFM1,24.436,14.461,-20.471
USORSFM2,31.198,15.606,-18.775
USORSFM3,30.482,8.904,-15.258
USORSFLT,63.22,15.319,6.546
