ID,OPR,Auto,CCWM
USCALAEM1,7.291,1.494,-38.662
USCALAEM2,52.091,22.952,14.08
USCALAEM3,48.642,17.353,-10.988
USCALADBQ2,98.438,15.842,1.518
USCALACMP,115.302,30.101,39.262
