ID,OPR,Auto,CCWM
USTXHOSELM1,11.003,0.411,-25.087
USTXHOSELM2,3.055,3.977,-50.472
USTXHOSELM3,2.156,0.899,-65.473
USTXHOSELLT1,11.27,-0.999,-44.57
