ID,OPR,Auto,CCWM
USFLFLROM1,15.881,-1.654,-23.035
USFLFLROM3,23.154,-2.113,-25.981
USFLFLROLT,12.219,1.163,-60.146
USFLCMPSCOT,40.98,22.801,-2.214
