ID,OPR,Auto,CCWM
USAZGOS,11.45,-1.5,0.45
USAZPHQ,39.722,14.754,-2.677
USAZCHQ,48.431,16.635,6.991
USAZWAQ,89.08,25.775,53.27
USAZCMPSG23,90.288,25.986,70.247
