ID,OPR,Auto,CCWM
USTXWPWOS,9.392,3.27,7.628
USTXWPLBM1,6.547,0.142,1.234
USTXWPLBM2,6.113,-0.173,-29.819
USTXWPLBM3,30.192,5.586,-1.816
USTXWPLBLT,16.788,2.425,-35.884
USTXWPCMP,45.218,-2.117,-30.008
