ID,OPR,Auto,CCWM
USTXCEGMM5,31.89,14.133,-7.825
USTXCEGMM2,37.554,5.723,-50.957
USTXCEGMM4,44.035,15.15,-11.713
USTXCEGMLT,34.307,4.342,-4.921
