ID,OPR,Auto,CCWM
USFLFLACM1,40.017,21.688,11.501
USFLFLACM2,47.142,16.028,19.553
USFLFLACM3,44.425,14.466,-32.23
USFLFLACM4,68.382,24.891,15.317
USFLFLACLT,87.384,14.192,41.316
