ID,OPR,Auto,CCWM
USTXNOBLM1,2.411,-2.286,-31.559
USTXNOBLM2,37.844,-0.245,11.18
USTXNOBLM3,28.345,-6.939,29.987
USTXNOBTLT,41.023,16.273,0.763
USTXNOATSQ,43.243,15.903,2.414
