ID,OPR,Auto,CCWM
USTXSOHAM1,18.277,5.876,0.97
USTXSOHAM2,38.04,19.698,-13.024
USTXSOHAM3,54.167,13.892,25.983
USTXSOHALT,39.832,13.432,21.514
USTXSOCMP3,76.538,18.571,44.265
