ID,OPR,Auto,CCWM
USCHSWAQ1,75.987,14.107,57.833
USCHSPOQ,72.239,10.44,4.104
USCHSCMPSCA,60.654,20.018,-22.477
FTCCMP1FRAN,94.95,23.733,-32.728
