ID,OPR,Auto,CCWM
USNJNOM3,32.164,9.503,0.664
USNJNOM1,76.222,18.557,57.163
USNJNOM4,41.173,11.952,12.053
USNJNOM5,60.801,15.806,9.163
USNJNOLT2,79.085,21.792,26.805
USNJCMPTPKE,127.813,29.67,93.667
