ID,OPR,Auto,CCWM
USCALALAS,6.293,2.938,-11.707
USCALAA1M1,-3.131,0.239,-55.623
USCALAA1M2,24.017,0.971,-6.191
USCALAA1M3,18.488,-4.632,-22.951
USCALADBQ2,9.752,3.768,-56.229
