ID,OPR,Auto,CCWM
USCALASOS,42.422,5.265,43.804
USCALADM1,58.705,15.108,38.464
USCALADM2,68.252,25.691,38.94
USCALADM3,49.217,9.32,30.196
USCALAMOQ1,83.715,19.937,28.015
USCALACMP,85.863,16.261,18.869
