ID,OPR,Auto,CCWM
USTXWPMDM1,14.357,0.22,-27.542
USTXWPMDM2,11.5,4.112,-23.714
USTXWPMDM3,4.459,2.764,-21.406
USTXWPMDLT,26.639,6.785,-6.889
