ID,OPR,Auto,CCWM
USIAGEM6,11.477,-0.198,-28.014
USIAGEM4,19.588,4.072,7.163
USIAGEM2,24.727,11.739,5.153
USIAGEM1,48.646,15.141,32.573
USIAGELT,106.604,22.012,76.05
USIABESQ,101.981,16.213,11.801
USIACMPBK,60.041,16.949,-3.419
