ID,OPR,Auto,CCWM
USIAHYM8,8.675,3.107,-24.996
USIAHYM2,19.509,4.707,-19.344
USIAHYM6,28.757,3.511,-12.759
USIAHYLT,32.291,13.612,-17.953
