ID,OPR,Auto,CCWM
USFLFLNEM1,24.944,-2.164,13.491
USFLFLNEM2,33.051,4.306,-7.455
USFLFLNEM3,51.584,12.669,36.157
USFLFLNEM4,64.196,0.916,48.343
USFLFLNELT,35.465,8.568,-32.557
