ID,OPR,Auto,CCWM
USCALAORS,7.747,-2.336,-12.827
USCALAO1M1,34.093,13.939,-2.098
USCALAO1M2,29.585,19.475,-1.534
USCALAO1M3,35.676,6.112,-26.579
USCALAROQ1,49.957,20.924,-13.855
