ID,OPR,Auto,CCWM
USIASOM7,3.75,-1.542,-44.917
USIASOM6,45.004,5.109,13.15
USIASOM3,25.637,-0.876,-21.424
USIASOM1,30.107,6.282,-21.074
USIASOLT,30.976,5.062,-38.767
