ID,OPR,Auto,CCWM
USHI01M6,21.109,-0.65,14.666
USHI01M1,9.117,2.508,-26.875
USHI01M3,27.07,6.127,8.955
USHI01LT,14.76,1.251,-61.617
USHICMP,63.177,16.835,13.759
