ID,OPR,Auto,CCWM
USTXWPMDM1,-0.276,-0.471,-13.322
USTXWPMDM2,23.055,8.402,1.475
USTXWPMDM3,10.677,-2.311,-26.95
USTXWPMDLT,14.098,1.22,-28.761
USTXWPCMP,27.829,2.653,-51.443
