ID,OPR,Auto,CCWM
USCANOPIQ,116.321,34.739,73.056
USCANOFOQ,127.99,15.223,154.2
USCANOCMPAU,94.57,25.602,30.539
FTCCMP1JEMI,99.59,32.866,0.677
