ID,OPR,Auto,CCWM
USNYNYBRQ,10.296,-0.333,-9.346
USNYNYQUQ6,35.242,12.678,4.299
USNYNYBRQ7,64.143,9.19,36.417
USNYNYNYSQ,26.696,11.71,-53.231
