ID,OPR,Auto,CCWM
USFLFLACM1,46.971,6.607,18.607
USFLFLACM2,41.3,18.046,0.942
USFLFLACM3,82.208,20.394,36.243
USFLFLACM4,65.112,26.288,15.415
USFLFLACLT,90.336,22.927,53.456
USFLCMPSCOT,86.897,35.794,23.879
