ID,OPR,Auto,CCWM
USTXHOWLM2,-0.582,-3.081,-1.696
USTXHOWLM3,19.52,2.656,-14.875
USTXHOWLM1,-2.138,4.01,-36.015
USTXHOWLLT,3.851,5.91,-38.331
