ID,OPR,Auto,CCWM
USFLFLSPM3,13.462,2.469,-7.383
USFLFLSPM5,34.578,1.776,7.12
USFLFLSPM2,42.056,11.153,4.326
USFLFLSPM1,68.859,20.682,50.016
USFLFLSPM4,98.657,20.637,59.257
USFLFLSPLT,84.59,22.634,65.907
USFLCMPLAWR,75.803,25.834,31.651
