ID,OPR,Auto,CCWM
USNVSOM3S,14.974,10.428,-2.782
USNVSOM6S,42.675,2.749,27.782
USNVSOM5S,12.109,5.452,-40.334
USNVSOLT,19.302,2.994,-27.068
USNVCMP,59.806,9.434,14.326
