Team Number,Team Name,Region
21830,Renaissance Raptors,Alabama
21832,Crescent Robotics,Alberta
21833,Flaming Turtles,Illinois
21834,EPIC Adventurer,Texas North
21835,Metallic Eagles,Minnesota
21836,Marvels of IAR,North Carolina
21837,DonkPink II,Mexico
21838,Kadena High School 01,Military and Diplomatic
21840,Kearns Robotics,North Carolina
21842,WILD HAZARD,Minnesota
21843,Prowler Robotics,Texas Houston
21845,PicklersBot,Minnesota
21848,DuMoore Robotics 2.0,Texas West & Panhandle
21850,Arava#1,Israel
21852,I swear it worked last night,New Jersey
21853,Nauwhea - KRAKEN,New Zealand
21854,Nauwhea - JÃRMUNGANDR,New Zealand
21855,Robo-Warriors M2,Michigan
21856,J-Bots,Texas West & Panhandle
21857,Robo-Warriors M1,Michigan
21858,Red Shift Rovers,Missouri
21859,Sparks & Duct Tape,Michigan
21860,The Bulldog Bots,Michigan
21861,AAA Robotic,California Northern
21862,Chicago Squires,Illinois
21864,Wire Clippers,Pennsylvania
21865,Fe2O3,Ohio
21866,LEO,Illinois
21867,Door Creek Team,Wisconsin
21868,Iconic,California Southern
21869,Mecha Masters,North Carolina
21870,Pro Pythons,Texas North
21871,Fruity Flames Deux,Washington
21872,PowerRangers,Alberta
21874,DRSS Discovery,Ohio
21877,AutoBots,Massachusetts
21879,Checkmate,Texas Central
21881,Skynet,Utah
21882,Cyber Spartans,Florida
21883,Magic Thunder 1 FTC,North Dakota
21884,Bionic Spartans,Florida
21886,Lithium,Chesapeake
21887,Firth Tech Team,Idaho
21888,Floydada Collegiate Team A,Texas West & Panhandle
21889,Floydada Collegiate Team B,Texas West & Panhandle
21890,St. John's Robotics,Texas Houston
21891,Glowbotics,Texas Houston
21892,Cyber Birds,Iowa
21893,Ursa Majors,Texas Central
21894,Digital Divas,Indiana
21895,TÃ¶ster StrÃ¼Ã¼Ã¼Ã¼Ã¼del,Utah
21896,Eagle Bots,Florida
21897,Oasis Academy,Nevada
21898,Braves,Texas West & Panhandle
21899,Hico Tiger Robotics,Texas Central
21900,MOC-atronics,Iowa
21901,ERR0R_405,Oklahoma
21902,Placeholder Name,Oklahoma
21903,Analogue Clogs,Iowa
21904,HighLand,Netherlands
21905,BCS Vikings,Netherlands
21906,Red Storm Robotics-Gold,Michigan
21907,The Rottwheelers,Minnesota
21908,Eagle,Ontario
21909,Bernie Custis Robo-Tigers,Ontario
21910,Marvels of MAS-AIC,North Carolina
21911,Blazer Bots,Texas West & Panhandle
21913,Hilltoppers34,Massachusetts
21914,Team KARMA,Michigan
21915,SMA Bobcats,Georgia
21916,Hive Voltage,Pennsylvania
21917,Da Ducks,Minnesota
21920,Lincoln Lightning,Arizona
21921,Keller GEARS,Texas North
21922,Pahokee High ÎÎ¨ÎÎÎÎCÎ£ (Dynamics),Florida
21923,Greendale Robotics:  Neptune,Wisconsin
21925,Quantum Labs,California Northern
21926,Marie Curie,California Northern
21927,Tigers in Motion,Texas Central
21928,TeleCorns,Pennsylvania
21929,Profound Pythons,Chesapeake
21930,Code Cowboys,Illinois
21931,Westside Gray,Indiana
21932,Forged In Iron,Texas Central
21933,The Junior Huskies,Washington
21934,JLHS Engineering and Robotics 1,Texas South
21935,JLHS Engineering and Robotics 2,Texas South
21936,SaMoTech,California Southern
21937,Proboscis Monkey,Chesapeake
21939,Pythons,Washington
21940,Hugo Bale,California Northern
21942,Sigonella MHS FTC Rookie,Germany
21944,RNDOPS,Florida
21945,The Majestic Roborioles,Indiana
21947,"Sparbots, FTC Silver",Georgia
21948,Secret Servos,Iowa
21950,The Wilbur Lightning,Rhode Island
21951,Spontanious Combustors,Oklahoma
21953,Dalia Engineers,Israel
21957,Hamama,Israel
21962,Raging Cy-Bots,Texas Houston
21963,The Multiversal Coders,Texas North
21964,The Reavers,California Northern
21965,Mainframe,Texas North
21968,The Marvels of Worcester,Massachusetts
21972,LTASrob,Romania
21975,TBA,Chesapeake
21977,ElectroSloths,Utah
21978,Knight Bytes,Texas North
21979,Cobratics,California Northern
21980,Bread Pandas,California Southern
21982,Inkineers,California Southern
21983,The RoboRats,Netherlands
21984,Robaddies,Missouri
21985,Throckmorton Greyhounds,Texas West & Panhandle
21986,Midnight Snackers,Minnesota
21987,The Cybirds: Talon,Texas North
21988,The Cybirds: Claw,Texas North
21990,Roots Robotics,California Southern
21995,Aquinas Trojans,New Jersey
21996,AtomicBots,Romania
21997,RoboDragons Sabotage,Texas West & Panhandle
21998,BotBuilders,Michigan
22002,RoboHatters Black,Pennsylvania
22003,RoboHatters Red,Pennsylvania
22005,á(à² çà² á),Missouri
22006,AstroNoughts,Chesapeake
22007,Romanoid 20489,California Southern
22008,Sunset Robotics 3,Texas North
22009,Our Robot Overlords,Oklahoma
22011,Sunset Robotics 4,Texas North
22012,OSS Loose Screws,Florida
22013,ARC - Albany Robotics Club,Louisiana
22014,Lions,Texas West & Panhandle
22015,The Robo-Trojans,Oklahoma
22017,Eu codez,Romania
22018,Orion Robotics 63,Romania
22020,Gymnasium Haganum,Netherlands
22021,Gators FTC,Florida
22022,Electric Eagles,Chesapeake
22023,System Overload Surgeons,Georgia
22024,Based Bots,Michigan
22025,Team Rrooar 2022,California Northern
22026,Team Bandits,California San Diego
22029,ASAP,Alberta
22030,RobTot,California Southern
22031,Spiraling Circuits,California Southern
22032,MJH Eaglebots,Louisiana
22033,The Electrogizers,Washington
22034,Packbot,Ontario
22035,Tundra,Ontario
22036,Washington Coders,California Northern
22037,Z Transformers,California Southern
22038,CaptainTech,Texas North
22039,One-cone two-cone red-cone blue-cone,Massachusetts
22040,Allstars R2 Robotics,California Northern
22042,Lituanica X,Netherlands
22043,UniREVsals,Cyprus
22044,Aces RO027,Romania
22045,Power Breakers,Texas Houston
22046,DNH Robotics Beta,Iowa
22047,The Tell-Tale Parts,California Northern
22049,the Owls,Indiana
22050,Pirate Robotics,New Jersey
22053,Max Damage,New York City
22054,Zapper Dragons,Texas West & Panhandle
22055,Avondale Jellyfish,Michigan
22056,Avondale Koalas,Michigan
22057,The Prototypes,Texas Central
22058,The G.O.A.Ts,Texas Houston
22059,Overclocked,Massachusetts
22064,ThunderBots,Iowa
22066,Infra-Red,Indiana
22067,Red Rollers,Indiana
22068,Short Circuit,Indiana
22069,Team Kiwi,Indiana
22070,PARC Acadia,Massachusetts
22071,Technical Analysis,Texas North
22072,Capybotas,Minnesota
22074,Ignition,Minnesota
22075,R.G.B.,Ontario
22076,Unknown Robotics,Arizona
22077,Marcus Minions,Texas North
22079,Cyclone,California Northern
22081,Knight Tech Robotics 3,Arizona
22082,Ziptide,California Southern
22083,Rock Bridge High School,Missouri
22087,Bad 2 the Bone,Texas South
22089,Wild Robotics,Louisiana
22090,Neosho High School Robotics club,Missouri
22091,Crypto Coyotes,Michigan
22092,Cyber Eagles - Jade,Alberta
22093,BisonBots-Green,Missouri
22096,RoboTastic,Connecticut
22097,Work In Progress,Alaska
22100,Maximum Overdrive,California Northern
22101,Lambs Robotics,Ontario
22102,Team OTTO FTC,Georgia
22104,Douglass JH1,Texas Houston
22105,Runtime Terror,California San Diego
22106,i5B,Netherlands
22107,Tectura 1,Netherlands
22110,AL2,Minnesota
22111,Matheson Mecha Mustangs,British Columbia
22114,TeoretiKa,Romania
22116,POP UPS,Australia
22117,Mekanica,California Southern
22120,Foothills Cat - 3,Arizona
22123,Stallion Robotics,Texas North
22124,Shortage,California Southern
22126,Bubble Bot Computing,Florida
22127,Mischievous Mechanics,Florida
22128,BFBI,Florida
22129,System Error,Texas Houston
22130,Shark Bytes of the Golden Pirates,Minnesota
22131,Factory Settings,Iowa
22132,Gearserkers,Indiana
22133,Attucks 1,Texas Houston
22134,Gear G.O.A.Ts,Michigan
22135,Attucks 2,Texas Houston
22138,Talos,Indiana
22139,Golden Gators (CLS Robotics),Illinois
22140,AlphaSteel,Florida
22141,Seal Team Seven,Rhode Island
22142,Echo X,Rhode Island
22144,Deagles,Israel
22146,Metalloids,Illinois
22149,Silly Goose Robotics,Washington
22150,Northview Robotics,Ontario
22151,Northview Robotics,Ontario
22152,Smelt,Washington
22153,Xero,Washington
22154,Wayland Wildcat Cat-a-Ton-o-Mous,Michigan
22156,Robo Titans,Rhode Island
22157,Gear Guys,Nevada
22158,Tocoi Creek Thunder Chickens,Florida
22159,Vulcans,Nevada
22160,Nuts and Bolts,Georgia
22161,M-TECH Dark Matter,Minnesota
22162,M-TECH ProtoPlazma,Minnesota
22163,RIT STEP (StepHive),New York Excelsior
22166,Main Street Boulders,New York City
22167,Infinity Angles,Oregon
22168,Capybearings,Oregon
22170,Attucks 3,Texas Houston
22172,AMLY Tech Robotics Team,Libya
22173,Red Monkeys,Netherlands
22175,Robotya Robotics Team,Libya
22176,Attucks 4,Texas Houston
22177,Janky Ducks,California Northern
22178,Infrared,Minnesota
22180,Sprocketeers,Utah
22181,WARP2,Minnesota
22182,Da Vinci Dragons Lightning,Texas West & Panhandle
22183,Robowolves,Texas West & Panhandle
22185,Mecha Bots,Texas Central
22186,Ticking Time Bots,New York City
22187,A.I.R.,Iowa
22188,Bishop O'Beep Boop,Alberta
22189,F.I.R.E.,Iowa
22190,ITW David Speer Academy 2,Illinois
22191,Lakehill Mononicles,Texas North
22192,Servo Soldiers,Michigan
22193,MICRO B0WS,Minnesota
22196,Whidbey Island Wildcats B,Washington
22198,South Warren Robotics,Kentucky
22199,ACE Basin Roboticist,South Carolina
22200,Power Potatoes,Chesapeake
22201,TechieTurtles22,Texas North
22202,Infinity.exe,Chesapeake
22203,Mind Over Metal,Idaho
22204,GT1 - Aqua Bots,New York City
22206,GT3 - The Jokers,New York City
22207,GT4 - Gotham Gators,New York City
22208,GT5 - The Knights,New York City
22209,GT6 - Gotham Gargoyles,New York City
22211,GT8 - Dark Knights,New York City
22212,Aberhart Beta,Alberta
22213,I'm BOTman,Illinois
22218,Dog Bytes,Florida
22221,BishopStangRobotics,Massachusetts
22222,CMS Sharks,Jamaica
22223,Curio one,Netherlands
22224,Rookies,Netherlands
22226,Renaissance Robotics,Romania
22227,Cyber Bears,Netherlands
22228,EasyKidsRobotics,Thailand
22234,Hamlin Pipers,Texas West & Panhandle
22235,Merit Machines,Michigan
22236,Mustangs 3.0,Texas Houston
22237,Timberwolves,Washington
22238,Screw It,Florida
22239,W.I.R.,Minnesota
22240,Trumansburg Robotics!,New York Excelsior
22242,FTC BETA DOGS,Ontario
22243,Artemis,Utah
22244,Nebula,Montana
22245,RoboLancers Kale,Pennsylvania
22246,RoboLancers Aubergine,Pennsylvania
22247,RoboLancers Pumpkin,Pennsylvania
22250,SHS Knights 3,Colorado
22251,Mega Ravens,Washington
22252,Devolt Ceres,Mexico
22253,Los pollos roboticos( chicken robots),Minnesota
22254,Veritech,Chesapeake
22255,Labradabradors,Chesapeake
22256,Herobotix C.I.S.,Arizona
22257,Herobotix Spar-Tech,Arizona
22258,Herobotix Beanie Bots,Arizona
22260,FrostByte,Ontario
22261,Hornet Blue,New Jersey
22262,Cyber Crusaders,New York City
22263,More Thunderbots,British Columbia
22264,Digital Disruptors,Minnesota
22265,Gear Hounds,Arizona
22266,North Grand,Illinois
22267,Bogan,Illinois
22268,Brooks,Illinois
22269,Roosevelt,Illinois
22270,CVCA,Illinois
22271,Delta Robot Ninjas 2,Washington
22272,Morgan Park,Illinois
22273,Uplift FTC,Illinois
22274,Phillips,Illinois
22275,Farragut,Illinois
22277,Deep Fried Wires,New York Excelsior
22279,SLAM Robotics 1,Pennsylvania
22280,SLAM Robotics 2,Pennsylvania
22281,SLAM Robotics 3,Pennsylvania
22282,SLAM Robotics 4,Pennsylvania
22283,SLAM Robotics 5,Pennsylvania
22284,SLAM Robotics 6,Pennsylvania
22285,SLAM Robotics 7,Pennsylvania
22287,Data Rejected,Texas North
22288,Gear Grinders Junior 2.0,Michigan
22289,Robolobos,North Carolina
22291,Cramer Jr. High Bounty Hunters,Michigan
22292,RoboMania,Minnesota
22293,NERD-Airship,Oregon
22295,Power Outage,Arizona
22296,Churchill County High School,Nevada
22297,Infiniti Tech,California Northern
22298,Lo-Ellen EDIT (YELLOW),Ontario
22300,WBSD FTC - Wall-EB,Michigan
22301,Legionaries,Georgia
22302,Avondale Lemurs,Michigan
22303,Avondale Marmots,Michigan
22304,Bomb City Bots Gold,Texas West & Panhandle
22305,Avondale Narwhals,Michigan
22306,Bomb City Bots White,Texas West & Panhandle
22307,Avondale Okapis,Michigan
22308,Avondale Penguins,Michigan
22309,Lo-Ellen EDIT (PURPLE),Ontario
22310,Lo-Ellen EDIT (WHITE),Ontario
22311,CC4H Robotics - Robocougars,Pennsylvania
22312,The Brobdingnagian Tritocephalic BrainSTEM Robo...,Pennsylvania
22313,CybOrioles Orange,Michigan
22314,DMS Chieftains,Michigan
22315,Killa-Bytes,Alberta
22316,RoboGenesis,California San Diego
22317,Truckee 0.5,Nevada
22318,Iron Robots,Washington
22319,Scarabetter,Quebec
22320,ROGUE-RANGERS Vengeance,Texas Central
22321,Holy Calves,California San Diego
22322,BearsRobotics,Mexico
22323,Metal Feather,Alaska
22324,ETech Spare Parts,New York City
22325,SEK Robotics,Missouri
22326,Wimberley High School,Texas Central
22327,CSP Ecliptic,Georgia
22328,CSP Space Devils,Georgia
22329,Westernators,Texas West & Panhandle
22330,MonkÃª,California Northern
22331,random(),Indiana
22332,Trojan Robotics,Texas North
22333,Los Solteros,Washington
22334,Novatos,Washington
22335,Polymorphism,New York City
22336,Steel Circuits,Texas Houston
22339,BEN2ROBOT,Thailand
22342,STAMPEDE MACHINES,California Southern
22343,MONSTERA,California Southern
22344,Newman Gibbins 2,Texas North
22345,Surface,New Hampshire
22346,Edge,New Hampshire
22347,Falcons Robotics - White,Washington
22348,REAPR,New Jersey
22349,Rainbow Robotics,Minnesota
22350,Robotic Chickens,Minnesota
22351,Flaming Penguins,Minnesota
22352,Razor Gears,Minnesota
22353,Mecanum Madness,Minnesota
22354,Technomaniacs,Quebec
22355,The Metal Manipulators,Wisconsin
22356,Team Clever,Washington
22358,Big Data,New York City
22359,Overclock,New York City
22360,CS J REAPERs,New York City
22361,Electro Moose,Texas West & Panhandle
22363,Patton Junior High 1,Missouri
22364,Ironbits+,Michigan
22365,Black & Gold Warriors,Florida
22366,Nerds Inc.,Florida
22367,Vero-bots,Florida
22368,Powerful Pumas,Michigan
22370,The Seths,Texas Central
22371,Alphabots,Texas Central
22372,Megabyte,Mexico
22373,WBSD FTC - Gator Gears,Michigan
22374,Highway Park Robotics,Brazil
22376,Murray Middle School,Minnesota
22377,SigmaCorns,North Carolina
22378,N.E.R.D.S.,Florida
22379,Riverdale Tech Runners,Ontario
22380,Washington Wahawks,Iowa
22381,Phoenix Robotics 7614,Ontario
22382,Brentwood Bots,Texas Central
22387,LightZStar,Thailand
22388,KOHMKEUDEE,Thailand
22391,Bronco Bots-Team 2(girls),Alberta
22392,Team #22392,Oregon
22393,Cardinals of the Future,Texas Houston
22394,Rouse Radians,Texas Central
22397,G-Force,Illinois
22398,Loose Screws,Illinois
22399,CampusMiddleBuilders,Colorado
22407,MURRAY BRIDGE MULYAWONK,Australia
22411,Wild Squirrels,North Dakota
22412,Ox N Bulls,Mexico
22413,RoboIron,Mexico
22415,Robo Toasters Blue,Michigan
22417,Team Cyber,Iowa
22418,RoboChargers - Red,Texas North
22419,RoboChargers - Orange,Texas North
22420,Scranton TechnoPups Gray,Michigan
22425,ICE,Iowa
22426,EHSBulldogs,Mississippi
22427,BWS MS Boys,California Southern
22433,GT9 - Sewer Rats,New York City
22434,GT 10 - The Gotham Ducks,New York City
22436,Hulstrom All Stars #1,Colorado
22437,GT12 - Demon Dogs,New York City
22441,Blazer Bots,Illinois
22444,Revelation,Indiana
22446,TerraBlaze,California Northern
22448,R.A.T.S. (Robotics and Technology Squad),Ohio
22449,Ministry of Mechanics,Tennessee
22456,UK 447 - BSG - BSGRobotics,United Kingdom
22457,UK 456 - BSG - BSGRobotics,United Kingdom
22458,BEAVERS,Mexico
22459,SJHS Falcons - Grey_2,Alberta
22460,SJHS Falcons - Red_3,Alberta
22466,Rhinos UP!,Mexico
22467,Fire Spectrum,Thailand
22471,techATTACK,California Southern
22472,Mighty Bugs,California Southern
22473,AMIKids Motion,Florida
22474,AMIKids Future Masterminds,Florida
22478,Trojan Thunder,Indiana
22479,Royal Robots,Iowa
22482,Hippo,New York Excelsior
22483,OZoneJR7,Ohio
22484,Catapult,Washington
22485,Furball Force,Washington
22488,Pilot Rock,Oregon
22489,Galactic Narwhal Chicken Effect - Diamond,Massachusetts
22491,Cubotics Orion,Louisiana
22492,Futures,Hawaii
22493,SBW3,Thailand
22494,STRIVE,Thailand
22495,Shark Nerds 1,Texas Houston
22497,Riverdale Tech Rascals,Ontario
22498,Robo Lions,California Southern
22499,Bulldog Robotics,Illinois
22501,Weslaco Panther Robotics,Texas South
22502,Heart of The Machine,Kentucky
22503,Mixed Nuts,Oregon
22504,STEM Robotics,New Jersey
22505,Bunger Wolves,Iowa
22506,JagWires,Oregon
22507,Greenyard robotics,Netherlands
22509,CKK-ROBOT Senior,Thailand
22510,CKK-ROBOT Junior,Thailand
22513,South Side Robotics,Texas South
22514,U S Thunder Cats,Texas South
22515,Mechanical Platypuses,Oregon
22516,Infinity Circuit,Oregon
22517,RoboWarriors,Hawaii
22518,Bronx Sharks,New York City
22519,Riptide Riders,New York City
22520,Prairie Boys Robotics,Montana
22521,Snyder MS After School,Pennsylvania
22523,CL0VERLEAF R0B0TICS,Ohio
22524,West ELPer Robotics,Utah
22525,Richards,Illinois
22526,FSA Gear Grinders,Wisconsin
22527,RoboChargers - Cyan,Texas North
22528,RoboChargers - Green,Texas North
22529,RoboGOATs,California San Diego
22531,Scarlett Robotics 2,Alberta
22532,The Phantom Menace,Florida
22533,Crossroads Inc.,California Southern
22534,Area 52.1,South Carolina
22535,Generation BOT,California Southern
22536,Crusaders,Hawaii
22537,360 Robot Lab,Michigan
22539,Trial and Error,Texas North
22540,Royal Ramz,Texas Central
22541,Ram Jamz,Texas Central
22542,Leopard Bots,Illinois
22543,Split Bot,Ontario
22547,The Q Ballz,Texas North
22548,Attack Hamsterz,Wisconsin
22549,EVE,California Southern
22551,Cavaliers23,Missouri
22552,ToTheStars Robotics,Romania
22553,ARCADIA,Mexico
22554,Bionic Bears,Chesapeake
22556,Rush Job,Washington
22557,Mount Douglas Robotics Team,British Columbia
22559,Winkiedinks,Oregon
22561,Rana,Oklahoma
22562,Fenger,Illinois
22563,BOTS OF STEELE,Texas Central
22564,The Talawanda Tubers,Ohio
22566,Warriors,California Southern
22567,NPC,California San Diego
22569,AzTeam II,Mexico
22572,Tlaztec I,Mexico
22577,Vision Robotics Team,Libya
22579,Space Alpacas,Colorado
22581,Technologically Driven,Georgia
22582,Westdale Secondary School,Ontario
22586,CNapSys,Romania
22587,NaN,Libya
22597,Alshati Geniuses Robotics Team,Libya
22598,Nantyr1st,Ontario
22603,Stormbots,Ontario
22604,Lazer Point,Florida
22606,PRC - GC - SKYHOOK,Thailand
22607,PRC - GC - ASTRAEUS,Thailand
22608,PRC - GC - CASPER,Thailand
22609,PRC - GC - POWERPUNK,Thailand
22611,Actinium 450 team 2,Quebec
22612,New Wave,New York Excelsior
22614,Clute Robotics: Scorpion,Texas Houston
22616,Name Under NDA(NUNDA),California Southern
22617,The Crafty Crew,Minnesota
22618,MS Robotics Artemis,Massachusetts
22621,5VSSTism,Netherlands
22622,Motor Knights,Texas South
22629,Morales Jr High,Texas Central
22640,UK 465 - Harrow School - Team Euclid,United Kingdom
22641,Ezreal,Thailand
22644,××¡×××/mesila,Israel
22646,Mitspe Yam/××¦×¤× ××,Israel
22647,NaN,Jamaica
22648,Robotic Raiders,British Columbia
22649,ACMS Super Servos,Oregon
22650,BishBot,California San Diego
22657,NaN,Chinese Taipei
22660,Unity Sunset,Brazil
22662,Erawan,Thailand
22664,Riverdale Tech Racers,Ontario
22666,CARET,Chinese Taipei
22667,APMA Space Robotics,Illinois
22668,La Technic Mazapanes,California Southern
22669,Stella-Fonix,California Southern
22670,RoboAntics,California Southern
22671,Ellipsis,Rhode Island
22672,Absolute Hack,Wisconsin
22673,Error 422,Texas North
22674,Metal Manipulators,Texas North
22675,Uni High Robotics,California Southern
22676,The Creators,California Southern
22678,DARA Robotics,Thailand
22679,Destiny,Thailand
22681,Amal Space  and Aviation Maale Adumim the Kings,Israel
22682,Da Bananas,Chesapeake
22683,JV RoboRedHawks,Vermont
22685,chosenconquerors,Chesapeake
22687,TS1,California San Diego
22690,Quantum Bots,Florida
22692,Portledge Duct Tape and Pizza Bots,New York Long Island
22693,CEN--Pirates,Texas Houston
22701,NaN,Jamaica
22703,Tech Titans,Texas North
22704,Robo-Redwings,New Jersey
22705,NaN,Jamaica
22707,NaN,Jamaica
22708,TechZeus,Brazil
22709,Attucks 5,Texas Houston
22712,Mercier - FTC2,British Columbia
22713,Attucks 6,Texas Houston
22714,Attucks 7,Texas Houston
22716,Team R.M.D.S.,New York City
22717,Robotic Radicals,Texas Houston
22719,Far Far Away Kingdom,Chinese Taipei
22726,Alpha Tech,Jamaica
22728,JM RHINOS,Mexico
22729,Zappp!,Netherlands
22730,Tower Patch Kids,Delaware
22732,EdBears,Ontario
22733,Ghost,North Carolina
22734,SachninFTC,Israel
22737,Libby Loggers,Montana
22738,Alpha Tech,Michigan
22740,Bot Bot,California Southern
22742,HCLS ROBOTICS CLUB,Chesapeake
22743,ENIGMA Too,New Mexico
22744,Channelview Blitz,Texas Houston
22745,Jack Bots,Texas Houston
22746,Jamaican Bananas,Texas Central
22748,WHS,Hawaii
22754,Montenegro Robotics,Romania
22755,NaN,Jamaica
22756,RoboKnights,Rhode Island
22759,CMPD RoboCops 2.0,North Carolina
22760,Navy Knights,New Hampshire
22762,Saint Raphael Academy,Rhode Island
22764,Alhekma,Israel
22774,Galena HS,Nevada
22775,Lively RoboHawks Junior,Ontario
22777,GFHS Redwolves,Chesapeake
22778,Portland Christian Robotics,Kentucky
22781,Dream Chasers,New York City
22782,Two,New York City
22783,Three,New York City
22784,Four,New York City
22785,Five,New York City
22786,Basida Robotics Team,Libya
22788,Woodford 1,New Zealand
22789,Woodford 2,New Zealand
22790,Karamu 1,New Zealand
22791,Karamu 2,New Zealand
22792,HBHS 1,New Zealand
22793,HBHS 2,New Zealand
22794,Havelock North High 1,New Zealand
22795,Havelock North High 2,New Zealand
22796,St Johns,New Zealand
22797,c2 Seekers,New Zealand
22798,Nauwhea - SHOGUN,New Zealand
22799,Nauwhea - FILL INS,New Zealand
22801,Bolt.m3,Kazakhstan
22803,WHSROBO,Connecticut
22804,Lions,Oklahoma
22810,Pequaautobots,New Jersey
22811,Panther's Robotics Team (PRT),Montana
22812,MaestroTech,Quebec
22813,The Kids Next Door,California Southern
22814,FS Bulldogs,Oklahoma
22815,Taman Keet,Mexico
22817,Killarney Robotics Team 2,British Columbia
22818,Amplus Academy Durango,Nevada
22819,Saint Joe's 1,North Dakota
22820,St. Joe's 2,North Dakota
22821,BlackHawks,Arizona
22828,Jingle Bells,Pennsylvania
22829,Killarney Robotics Team 1,British Columbia
22830,Coyotebots,North Carolina
22831,Theory1,Ontario
22832,Tech Nation: Boys & Girls Club of Reno,Nevada
22835,Queenstown Robostormers,New Zealand
22836,WILDCAT_ROBOTICS,Texas West & Panhandle
22838,MiniAlpha,Quebec
22842,Hype-Xolotls,Mexico
22845,Wiikwemkoong 3,Ontario
22847,Screwer,Chinese Taipei
22848,Screwer Too,Chinese Taipei
22851,FC^2 Robotics,South Carolina
22852,RoboFalcons,Texas Houston
22853,Falconers,Texas Houston
22854,KVoltage,Mexico
22856,Bots That Knock,Texas West & Panhandle
22857,Mechanical Mustangs Citation,Texas Central
22863,Huntington Park HS STEAM Magnet,California Southern
22864,Gearheads 2.0,Illinois
22871,NaN,Indiana
22872,NaN,Rhode Island
22873,NaN,Alberta
22877,NaN,United Kingdom
22878,NaN,Wyoming
22879,NaN,New Hampshire
22880,NaN,New Hampshire
22883,NaN,Cyprus
22894,NaN,Chinese Taipei
22895,NaN,Texas Houston
22896,NaN,Illinois
22897,NaN,Chinese Taipei
22898,NaN,California Southern
22900,NaN,Chinese Taipei
22903,NaN,Romania
22907,NaN,Chinese Taipei
22908,NaN,Kazakhstan
22916,NaN,Cyprus
22917,NaN,South Africa
22925,NaN,North Dakota
22929,NaN,Kazakhstan
22931,NaN,Kazakhstan
22933,NaN,Cyprus
22934,NaN,Kazakhstan
22935,NaN,South Africa
22937,NaN,Libya
22940,NaN,Kazakhstan
22941,NaN,Romania
22942,NaN,New York Long Island
22943,NaN,California Northern
22944,NaN,Florida
22947,NaN,Israel
22949,NaN,Kazakhstan
22952,NaN,Texas West & Panhandle
22954,NaN,Cyprus
22956,NaN,Kazakhstan
22958,NaN,Kazakhstan
22959,NaN,Kazakhstan
22972,NaN,South Carolina
22973,NaN,Romania
22975,NaN,Kazakhstan
22977,NaN,Brazil
22983,NaN,South Africa
22984,NaN,Connecticut
22994,NaN,California Northern
22998,NaN,Romania
23002,NaN,Kazakhstan
23004,NaN,Kazakhstan
23007,NaN,Kazakhstan
23010,NaN,Kazakhstan
23011,NaN,Kazakhstan
23012,NaN,Kazakhstan
23015,NaN,Romania
23050,NaN,Arkansas
23053,NaN,United Kingdom
23055,NaN,Brazil
23056,NaN,Kazakhstan
23059,NaN,Brazil
23060,NaN,Brazil
23061,NaN,Brazil
23069,NaN,Brazil
23072,NaN,Brazil
23073,NaN,Brazil
23085,NaN,Kazakhstan
23088,NaN,Kazakhstan
