Team Number,Team Name
20344,Cattlebots 
21440,Fried Circuits
21510,Ducks of the Round Table
21527,TechnoSaints C
21528,TechnoSaints B
22012,OSS Loose Screws
22378,N.E.R.D.S.
2425,Hydra
2845,Team Duct Tape
6433,Neutrinos
7017,Robotic Fallout
7719,RISE
9175,Warrior Bots
11619,Red Dead Invention
12600,Hadron Knights
13624,Subway Servos
14850,Donkey Kog
16716,IvyWarriors
18518,Super Smash Bots
19895,Dragomight
19954,Mario's Mechanics
21582,Coding Hope
21584,Spare Parts 
4227,Metal Morphosis
4228,Gears Of Other Dimensions
4717,Mechromancers
7341,F.R.E.N.C.H. F.R.I.E.S.
7477,Super 7
7592,Roarbots
8617,Techno Tigers
14673,Odyssey One
14976,PAC RATS
16290,Z.I.P Ties
18172,Uplift Robotics
18258,Doomba
19400,Titans 1
19785,Rust N’ Combustion
21588,The Garlic Knots
16764,ROBOhana
5979,CyberStingers Blue
6988,CyberStingers Gold
8433,CyberStingers Green
14393,Packer Robotics
15522,RoboElite
16436,G.L.A.M Squad
20309,RK23
5161,Eaglemaniacs
11562,Universal Robotics
12420,High Noon
14644,Synergy
14888,Alliance League
14892,Venom
5159,X-bots
13088,Cyber Saints
14825,Waffles
17445,Waimea Robotics
18883,Waimea High Robotics
20311,Eyeland Skool
22492,Futures
22517,RoboWarriors
3738,The Error Codes
5126,DICE
6025,Error ID Ten-T
8649,Warewolves
8887,Marshalltown BotCats
10069,Autonomous Anonymous
10599,GMG Robotics
13186,Lactose Intolerance
14375,We Over Slept
19368,Manufactured Chaos
21746,CADapillars
21948,Secret Servos
6603,Guild of Gears
7400,Shmizmin
8696,Trobotix
8743,Raw Bacon
8813,The Winter Soldiers
11142,Robo Minions
6662,Robo Falcons A
9983,Robo Falcons B
19926,Bago Bots
4443,Sock Monkeys
18527,PCM Alchemists
20180,Deus Ex Machina
21718,UngaBungaBongos
5495,Iron Eagles
9113,Minimum Cache
10091,N.Y.A.N. Robotics - Not Your Average Nerds
10415,Warbots
10630,Robunculous Chunkulous
11848,Spare Parts Robotics
12051,N^3 Robotics - Not Not Nerds
14614,Electro
15118,CogChamp
18766,TNT Robotics - Total Nerd Team
10138,Newton Busters
11139,Knight Owls
13413,Here For The Snacks
14475,It's Gonna Blow
18523,Vertigo
18529,Rust In Piece Robotics
21667,Blåhaj Robotics
22398,Loose Screws
7030,RoboMinds
11822,S.T.E.M. - Bulldogs
14401,Wildcat Robotics
15094,JCP Danger Chickens
20208,Ignite Inventors
20674,Ogden Varsity
20676,Ogden JV
22266,EON (North Grand High School)
22270,CVCA
22273,Uplift FTC
22274,Phillips
8648,Manual High School RoboRams
8899,EP Robo Raiders
9788,Manual High School RoboRams II
11235,Retro Robotics
14167,The Savage Penguins
14469,HOW
14723,Chesterton Robots
15005,Technophobia
16244,The TrailBlazers
16277,Tekon
21592,FAST BUT NOT FURIOUS
16355,7CREATORS
20225,KRAK'N
5383,Neutrinos Breaking the Laws of Physics
5384,Emergency Situation Evacuate Now
5385,Enigma Riddlers
5980,Titanium Tech Vikes
7792,Q^2
8027,Twisted Devils Blue
9087,Twisted Devils Green
10024,Twisted Devils Black
10031,Red Storm Robotics-Blue
10104,That OTHER Team
11228,OverClucked Bots
11846,Wayland Wildcat Cat-a-Tech-Nics
11999,Wyoming Little Demons
12845,THE METEORS
13754,Q^3
15815,DCS Defender Robotics
17283,Red Storm Robotics-Gray
18975,RoboSquires
20033,Red Storm Robotics-Green
21353,Red Arrow Robotics
21789,Bots of the North
21906,Red Storm Robotics-Gold
22154,Wayland Wildcat Cat-a-Ton-o-Mous
22192,Servo Soldiers
22368,Powerful Pumas
5291,TOWR The Oxford Wildcats Robotics
5954,Lightning Boltz
7043,Golden Gears
10035,Robo Rangers
10538,Team KILTS
10812,STEMBOTS
11231,Cyborg Cats
14109,WHCA Lightning Colts
15358,BalaBots
15465,Team KRASH
15819,Brown City DevilBots 
20332,Just Add Logic
21914,Team KARMA
5289,Martians
6134,Black Frogs
6155,Birdhouse Frogs
7643,Tiger Tech Orange
9020,iCreek
10180,BrainSTEM
10202,Rocket Robotics
10297,Knights in Aluminium
10309,Jefferson TechnoHuskies
10484,Cyber Knights
10653,SASA DRAGATRONS
10698,Mad Mechanics 
10779,Short Circuit Spartans
10805,MicroCreek
12603,Jefferson Wired Wolves
12722,The Viking Warriors
12775,Christ Connectors
14403,Clare Shockwave
14623,Cramer Jr. High Wolfpack
15399,Blue Steel - Shepherd MS Robotics
16273,The BC PegaCyborgs
19561,Tiger Tech Black
21383,AuGresFTC1
21687,Jiqiren#1
21860,The Bulldog Bots
22291,Cramer Jr. High Bounty Hunters
6811,Hardcore Hard Drives
8656,Queen Bee's
9458,Power Jackets
10552,Robo-Jackets
19925,Techno Titans
4964,Rolla Patriots
5893,Direct Current
5905,Camdenton FTC  LASER Middle School #1
5906,Camdenton FTC LASER Middle School #2
5907,Camdenton FTC LASER Middle School #3
6168,Maniacal Mechanics
6889,Robo Crusaders
13132,Miner Clue
18063,Batteries Not Included
8824,N-Bots RoboStorm
11384,Thunderstruck
16010,Vamp Kings
16754,Gear Death Experience 
17111,Quack Attack
17114,Pathfinders
18098,Hydraulic H0rnets
19952,Area 51
22131,Factory Settings
12636,IHA Blue Eagles
13107,Ironmen Pi
18759,Ironmen Tau
18760,Ironmen Upsilon
20848,Tiger-Bots
9244,Lenape Valley Robotics
12309,Wood-Ridge Spartans
13615,RoboRams
13617,Bectobots
14450,RoboRebels
18758,Ironmen Sigma
609,Cougars
4347,NanoGurus
7040,CyberFalcons
7350,Watt's NXT?
8812,CyberRaptors
8816,22nd Century Robotics
9853,Chatham Cougars
10096,Those Guys
10788,Mountain Lakes Robotics
11248,//Cougars
11697,TECH-tonic
11754,EnergySmart FTC
12116,Redbots
14975,Botz N' Bolts
15589,TecHawks
16367,Krypton Warriors
17009,Steel Magnolias
18671,Faraday
21226,RoboRaiders
21630,Argonauts
4174,Atomic Theory
6051,Quantum Mechanics
9371,General Relativity
11453,Uncertainty Principle
13368,The Mechatronics
22518,Bronx Sharks
9372,Standard Model
17126,Natural Selection
22053,Max Damage
4360,Raider Robotics
8642,8 to Automate FTC
10084,Team Calamari
12099,Stars of the Galaxy
16657,We Did Start the Fire
19671,Brain Waves
19804,Unsafe At Any Speed
21865,Fe2O3
3638,Atomic Shock
4266,Makin' Stuff Move
7506,System Overload
8825,CADfish
8866,Cybernetics
13709,Null Sector
14906,Leviathan Robotics
21951,Spontanious Combustors
5044,Black Pearl Robotics
7163,The Bazinga Project
13806,Project Agnizab
16426,Absolute Zero
18274,PR0J3C7 P4R4D0X
18802,Robo Renegades
19668,HiveMind
21372,Robarks
3033,Techno Riderz
10632,JECA RoboRaptors
12115,Phoen-X
13896,Team Battle Stallions
17121,Ronald Reagan Robotics
17329,Team Stingray Dynamics
21352,Team FireBots
21879,Checkmate
127,The Fighting Pickles
8811,Robo*Bison Amistad
9256,Robo*Bison Esfuerzo
10577,Thunder Chicks
11085,MHS Mad Hackers
11419,Jasper Jaguar Robotics Green
13227,Mechanicats
13783,ThunderChicksToo
15372,ThunderChicksTambién
18798,Crystal Dragons
19587,EPIC Odyssey
19897,Jasper Jaguar Robotics White
22008,Sunset Robotics 3
22011,Sunset Robotics 4
4641,RoboSharks
7788,Travis Fiddlerbots
10095,Revelation
10802,Brazosport Robotics Red
13073,Texas Toast
14762,Robo Panthers
16840,Brazosport Robotics Blue
17320,Clute Robotics: Aries
18515,Junior Sharks 1
19398,Genesis
19420,BAYRAT TECHB0TZ
22495,Shark Nerds 1
22614,Clute Robotics: Scorpion
5470,Montwood Rambotics
5911,Mean Green Machine
11720,PUROBOTS - 11720
12032,SparTex
13948,Cathedral Robotics
14913,Ram Jam
15450,Da Vinci Dragons Thunder
16699,RoboMoose
17364,TECHNO MOOSE
19851,Cyber Moose
20725,Aztec Robotics1
21581,RISE
21911,Blazer Bots
22361,Electro Moose
6128,The Dragons 1.0
7935,The Dragons 2.0
12005,GPrep Lightning
14822,RoboGirls
19589,Falcons Robotics - Green
22347,Falcons Robotics - White
2939,MekoNeko
3231,NekoMeko
3543,Titan Robotics Club
3805,Atomic Robotics
4042,Nonstandard Deviation
7462,Not to Scale
11109,Pirate Tekerz
11138,Robo Eclipse
14563,Teriffic Tech Bots
20175,RoboBobo
21506,The Comets
21764,VelociTekerz
21933,The Junior Huskies
22033,The Electrogizers
22251,Mega Ravens 
8099,Hanford Falcons
11990,Run_Kano
15010,RHS Bombers
17103,Falcon Gold
18215,WISARDs with Cattitude
18249,RHS Robotics
20654,I.G.H.H.V.
22333,Los Solteros
22334,Novatos
22356,Team Clever
3861,"Vashon Pi-r8s ""Pirates"""
4053,Mavens of Mayhem
4054,Gradle Demons
5953,Roarbotics
6427,Wright Angle Robotics
7732,TAF@Saghalie Skyrise
7830,Stewart Robotics Co.
13052,Techno Dawgs
16655,Nutz 'n Voltz 
16942,Minutemen
17303,Panther Robotics
18079,Accidental Success
18104,SLMS Saber Cats
19373,Spider Byte
417,S.K.I.D. (Space Koalas In Disguise)
6220,DRIFT (Dinosaurs Racing in Food Trucks)
7330,Nocturnal
8103,null robotics
8923,TWIST
9884,void robotics
14246,Robotrons
14343,Escape Velocity
15203,undefined robotics
16113,RoboGOATs
16643,Weasel Eggs
16750,Technototes
18015,Omega Squad
19929,JUGNU
20403,Technototes 2
22556,Rush Job
6188,SiBorgs
8693,Scarabs
12069,Cataclysm
15337,Alpha Intelligence
17595,Beta Bionix
19669,Systematic Chaos
19708,The Emerald Bots
19861,Robosaurus
20219,Edge Robotics
21230,TechnoPhoenix
21674,Galactech
22237,Timberwolves 
22484,Catapult
22485,Furball Force
5604,Thunderbots
5971,Brain Bots
6559,Geared Reaction
11186,Mecha-Mules
13601,BeaverBots
15109,Schrodinger's Cats
15324,Night Owls
17077,Adna Robotics
19800,Dragon Byte
20021,Robo Ducks
21336,I Forgot
21379,Adna Robotics 2
7759,Autonomous Prime
7760,Mishap
11970,Titanium Talons 
13648,Jankbot
14179,Sushi Squad
18225,High Definition 
18282,Wires2Spark
19745,Turtle Walkers
20345,Kobalt Klaws
21301,Electric Wolves
21370,Built-Different
22152,Smelt
22153,Xero
22318,Iron Robots
6424,Oly Cow
7299,Timber Bots
7742,The Electric Sheep
8548,Bearly Functioning
8563,Thunder Goats
9876,The Countdown
10548,Steel Wool
12217,NOBOTS
13480,Oly-wan Kenobi
13484,Error 13484
16451,Foundation
20118,Binary
20119,Electric Eels
21499,Terminus 
21939,Pythons
22149,Silly Goose Robotics
16397,Relatively Quantum   
16418,Crestwood Tech Lions
16424,Atomic Dishwashers
18808,Chemical X
18809,Atomic Liquitabs
18844,Pr0Teens
18846,Brebotics
19487,Team MineKee
19498,Devolotics
19500,RoBEARtics
19532,Bearbotics
20035,Cyber Barons
20261,Drive Gears
21393,Team Koko
22150,Northview Robotics
22543,Split Bot  
3081,Bobblebots
3766,Happy Dave
4358,Neuro Link
6281,Genetic Advantage
10099,Chain Reaction
22097,Work In Progress
9887,CyberDragons Marvinette
14863,RGB
16321,X Drive
16326,XBOTS
16795,Galaxy
19198,Roborunners
20799,CyberDragons King Bob
21936,SaMoTech
22030,RobTot
22031,Spiraling Circuits
22082,Ziptide
22472,Mighty Bugs
22533,Crossroads Inc.
22675,The Swifties
22676,The Creators
22740,Bot Bot
22813,The Kids Next Door
542,WHS Robotics
3526,Marlbots
5390,Vistamar 5390
9324,BWS EagleBot
11770,Curiosity
12997,Cosmos
13125,BWS Rust in Pieces
14917,Asteria
18253,Beach Bots
19298,BV Bulldogs 100
19299,BV Bulldogs 200
20319,BWS Dog in a Box
20320,BWS Eaglets
20406,BWS *Exhales Aggressively*
21786,Helios
22427,BWS MS Boys
22566,Warriors
11332,LASERS
11333,Samurai
11334,Alpha Tech
11335,Delta Tech
11336,Red Snow Robotics
11337,Robonauts
11379,PowerOp
11380,Golden Path
16234,Tekriot
16235,Judicator 
16400,Rising Phoenix
16401,The Krakens
21611,General B
22549,EVE
25,Rock N' Roll Robots
4625,Kings and Queens
4628,Suit Bots
4947,Cougarobotics Alpha
5218,Javabots
5498,Cougarobotics Omega
7553,Team Loki
8624,Spectrum
9513,System Overload
11825,Eclipse
15157,IFC
21798,GrizzlyBear1
358,Gaulbots
359,WEBB.exe
6325,Aluminati
6436,AlphaGenesis
7767,Blueprints
9254,STEM Punks
14531,The 2nd Rebellion
19866,Desert Dwellers
19888,Code Alf-a
21868,Iconic
5115,Rogue Resistors
5899,L.A.S.E.R.
6382,Wrench Monkeys
10448,Mach 5
14659,Pleiades Robotics
15403,Vision Robotics
20514,CyberKnights
8859,RaiderTek
10168,LJH Gator Techs
20673,LJH Tech Lizards
13093,Golden Fish
20012,Cadastrophe
22532,The Phantom Menace
22690,Quantum Bots
450,Children of the Swamp
641,Roboscotia
3888,Greased Lightning
5125,Raiderbots
5467,1.21 Gigawatts
6321,RoboRaiders
6322,WiredCats Origin
9110,WiredCats Omega
9986,Eaglebotics Navy
9987,Eaglebotics Gold
10022,WiredCats Gen 3
10130,Crown Joules
10830,AJAX
11204,Shark A-Tech
12731,B3
13233,Cyber Knights
14431,Pyrites
16333,Astrobots
16391,Rising Ninjas 
16484,ROBOCANES
16724,Blue Blazerz
16759,Wyld Stallyns UNTAMED
17156,scotsOverflow
19441,Verbiest Vehicles
19442,Wolverine Robotics
19786,Isotopes
20022,RoBOCAts
20723,Ignatian Industries
21498,iPrep Pythons
21922,ΔΨΝΑΜΙCΣ (Dynamics)
14943,Weber RamBots
2993,Blue RoboDragons
3819,Green RoboDragons
16796,Red Robodragons
17421,East Jackson Eagles
18014,Empower 1
18434,East Jackson Blue Eagles
18597,RoboClovers
19751,Empower 2
21721,RoboClovers JV
12974,57th Mech
14756,"Sparbots, FTC White"
14887,RoboRaiders
7153,Vindicem
11750,Bellatorum
15419,Inditrons
12864,Raiders of the ARC- Crimson
13245,Arcturus 
16313,Pebblebrook Rookies
22581,Technologically Driven
9378,Magma Robotics
22536,Crusaders
10435,Circuit Breakers
13085,Bionic Dutch
22417,Team Cyber
5143,Xcentrics
8695,Tri Hards
9925,Delta Robotics
10107,ALoTO
3788,C.A.T. S (Chaos Applied to Science)
4150,Dark Matter
4156,RoboCats Red
4324,Lost In Time
5153,R.O.A.R (Robots on a Rampage)
6121,Cougarbots
6189,High Voltage
6499,Warrior Bots
7130,Royal Robots
13415,Electric Storm
15050,Lightning Bots
21495,Forbidden Waffles
22064,ThunderBots
6420,SabreHOOF Tigers
6625,Allerton 2.0
6661,Starmont Sundevils
7247,The H2O Loo Bots
7495,Axtell 2.0
8922,STEAMpunks
9203,Chaotic Cool Cats
9968,CrossFire
10383,RoboWarriors
10656,Falcon Bots
13206,Wave Droids
13460,Phantastix Phoenixes
14736,Shell Bots
20404,Fatal Falcons
4237,CBOT Cyberhawks
6545,Knight Riders
7196,Everything That's Radical
8988,Bellevue Blockheads
10139,Glitch Mob
11721,Central Processing Units
12863,Flourish & Bots
21449,Nulllinie
9566,Tech Bam
12999,Giraffic Spark   
15523,Diagonal HotSpots
17116,Hazardous Materials
18139,Rebel Robotics
18856,Tech Bam2
19714,Emerging Ladies Academy1
21627,NinJava
9411,Rolling Thunder
10635,Unknown Element
11392,Defenestration
12606,WARHOG
17576,TITANS (Tomorrow’s Innovators and Thinkers Acquiring New Skills).
18149,Cybernetic Squirrels
18183,Rounded Cube
19508,Quackology
19652,7ech!neers
19720,Crowbotics FTC
19757,WEGO Robotics
21350,Team Rocket
3216,Robophins
8728,Bionic Wolves
9775,Intrinsic Schools Belmont Campus
10253,Bobcats Robotics Junior Varsity
13829,Solorio Robotics
14360,Sprockets & Screws
14422,Twisted Mettle
15159,We Byte
15282,Bobcats Robotics Varsity
19646,Phoenix
19648,Eagle Robotics Works
20160,Infinity
22269,Roosevelt
22275,Farragut
5037,got robot?
5199,Duct Tape and a Prayer
6198,Bread Admirers
6199,Crash Test Dummies
6200,Despicable Machine 
8907,Blue Box Bots
12682,The Golden Ratio
13193,Code Blue
15321,Green Machine (CLS Robotics)
16033,Robo Wolves
16971,TiGears(CLC Robotics)
17023,Swamp Bots (CLS Robotics)
18255,Stealth Robotics
19575,HCA Lions
22139,Golden Gators (CLS Robotics)
10303,Robot Rebellion
12971,Ctrl-Y
14204,Super Scream Bros
14371,MT. ZION BRAVES
14840,DCS MechWarriors
15031,BoltBusterZ
16989,Route 1 Robotics
21426,Mechanical Ducks
21634,Metal Masterminds
22146,Metalloids
2923,Kaybots
9929,TNT (Tech Ninja Team)
10420,Mechanized Kay-OS
10421,Kay Tech
10836,STEMper Fi
11382,D92 Vulcan
12679,Vulcan 2
12868,Ironclad
14683,Lincoln-Way Central Robotics and Engineering Team
17335,Griffins
19168,TOTUS 1 TUUS
21333,RoboKnights
22441,Blazer Bots
4444,Whitefield Robocats
7209,Tech Hogs Robotics  
7842,Browncoats
11582,Franklin-Simpson RoboCats - RED
14727,Mind of the Machine 
16515,Greenwood High School 1
18834,Franklin Simpson RoboCats - BLUE
18865,Will of the Machine 
19228,Dragons
22198,South Warren Robotics
22502,Heart of The Machine
6448,Blue Jays
9768,Steel Eagles
10703,Cyclones
13017,Event Horizon
13456,Shaw Robotics
14664,Squire Squad
16302,VAL Eagle Robotics Tech Team
18380,Stinger Robotics Team Hive
18393,Captcha Crew 
19824,Pride Robotics
20143,Stinger Robotics Team Swarm
22032,MJH Eaglebots
7045,BLOWNFUSES
7140,Knightmares
7252,Vicious Volts
7253,Raging Robots
8478,E-Bots
8580,Oakview CyberDragons
8688,Marysville Jr Vi-Bots
9819,RoboRats
10164,Techno Toasters
12327,Blue Devils Tech Team
13748,Nerds United
14739,Metal Benders
15078,Reuthanaters
15182,Magmatrons
15206,Thunder Cats
15256,Techno Knights
15404,CBT - The Carter Bot Team
15486,Mecha Mavs
16536,M3B
16601,Blue Devils Tech Team 2
16627,RochesterStorm
16742,Jr.  Byting Bulldogs
16808,Cyber Waffles
17189,The VOLTures
17993,Robot Crusaders
19949,Jr. Byting Bulldogs Green
20252,Quantum Robotics
21766,Cyber Waffles (Red) 
6079,Bionic Broncos
6255,RoboJackets
9028,Savage Warriors
11254,Robo Rhinos
12548,Rebel Droids 12548
13106,Walnut Creek RoboHawks
13643,Rebel Wreckers 13643
14790,Coding Cobras
15638,STEAM Bots
16883,DinoByte!
18964,Avondale Aardvarks
18965,Avondale Blobfish
18966,Avondale Capybaras
18967,Avondale Dingos
18968,Avondale Emus
19920,Creek Robotics
19940,TechoRaptors
20142,Walnut Creek CyberHawks
20803,Avondale Geckos
20804,Avondale Hedgehogs
21564,Tech Titans
22055,Avondale Jellyfish
22056,Avondale Koalas
22305,Avondale Narwhals
22308,Avondale Penguins
5618,Control Freaks RED
5960,Iron Dams
6494,Control Freaks WHITE
7238,Blue and White Lightning Strikes
8513,Joe Bots - Maize
8646,Team KAOS
9133,Robo Dawgs
9476,Advanced Skilltronics
9499,Destrobots
9855,Mattawan RoboKats - 9855
11714,Burr Oak BossCats
11855,Joe Bots - Blue
13702,Joe Bots - White
13917,ZooBOTix Hillside
14353,The N.E.R.D.-bots!
15322,Bosscats 2.0
16646,ZooBOTix Linden Grove
19250,Vikingbots
20101,Triple B
21482,Robo Challengers
10723,SnowBots Blue
13533,Tech BraveBots
13570,ElectroStangs Black
13598,Mo Bots
13989,8th Grade 1
15270,SnowBots Red
15357,MOre Bots
16957,Junior Wolverine Circuit Breakers
17710,West Iron Ice Breakers
17770,Modeltowners
19679,BetaWolves FTC
5957,Sonic Eagles
7047,Mechanical Monkeys 
8239,Vicious Vassar Vulcans
8845,The Wild Bees
13462,Digital Owls
14706,Armada Pi-Gears
19847,R@cing Robotics Raptors
21331,Silver Hornets
21456,Amphibious Army
5962,Nordic Storm
7000,RoboSharks
7288,RoboGlaciers
7290,JagWires
7588,Catlateral Damage
8962,TimeCrafters
9205,Iron Maidens
12591,Robotanists
14188,CyberHawks14188
15295,WARP1
21835,Metallic Eagles
22181,WARP2
22349,Rainbow Robotics
22350,Robotic Chickens
288,Spare Parts
5404,Titanium Titans
5703,Doppler Effect
7547,JoeBotics Green
13312,The Bombers
19968,Joebotics White
20182,Luna-Techs
17637,Z-Botz
54,Gr3y Matt3r
724,RedNek Robotics Wun
2879,Technical Difficulty
3188,Squiggle Splat Bang
3189,Rapid Unscheduled Disassembly
4133,Fusion
4813,EngiNERDS
5026,Tesla Coils
6088,"Bolts, Nuts, and Bots"
6437,Mad Hatters
7002,Couch Potatoes
8271,E-Hackers
10662,Lazer Sharks in Space
10731,Radioactive
12114,Husky Robotics
12727,Identity Crisis
16133,Talk NERDY 2 me
17097,Protostars
17125,Reboot
18240,RoboScout Squad
19387,Lodge Grass Tech Team 2
22244,Nebula
19984,Hinton Short Circuits
6934,The TranSisters
10974,IronMariners
10975,Raiders-ShortCircuits
11241,Blue Steel
11871,Voltron
12488,Raidiators
12866,Cyber-Fins
14498,Robotech Warriors
16102,The Short Circuits
16139,The Martians
17036,Robotech Anomaly
18241,Outer Galaxy
19735,Hornet Silver
19772,Rust in Piece
21480,C3 Loco-Motors
21852,I swear it worked last night
22261,Hornet Blue
4102,CHS Cougars
5968,WR That Hertz
6936,CodeRunners
7959,Cougar Cubs
10343,WR Positive Charge
10669,Clutch Squad
12875,Snyder High School Robotics
13302,MKA Robotics
17670,Raider Robotics
19823,JOLLY BLUE
19871,Orange Tornadoes
5754,Marburn Academy Marbotics
9828,Ultron Unit 
11187,AZTECHS FTC
13020,Golden Tiercelet
5039,DevilBots
8161,Robogoats
9487,Code Red
10274,MPHS Botcats
11545,Dread Pirate Robots
12076,Iron Hearts
15362,Lethal Mechanics
16433,Quasar
17520,Protocol 3
20229,CrabLads
21231,42
21739,Fiendriods
7878,Cougarbots
13688,DLSNC Knights
19856,Almost Reliable Robotics
3058,Live Wire
11556,Valley Catholic Robotics
5598,The PIT Crew
8406,The Horde
8626,ProtoSurge
9010,Robotic Rangers
10437,The Rusty Nuts
11676,The ARKAtechs
14904,Lakehill Bionicles
14962,Sprinkling Pixie Dust
17499,Athena Circuit Breakers
20347,[INSERT_NAME_HERE]
20410,Newman Gibbins
20764,UltraBots
21963,The Multiversal Coders
22191,Lakehill Mononicles
11312,JSTEM Lightning: Bolts
11338,JSTEM Lightning: McQueens
12563,Bots of Glory
12717,JagBotics
12820,Wagner TRILOBYTES
13348,ERA
16597,Fulminata
19886,Bionic Bengals
19887,Shiner St. Paul Cardinals
20350,Aviation Ai 
22563,BOTS OF STEELE
7615,Mechanical Mustangs Affirmed
8295,Baron Alpha
10518,Cougarbots Alpha
10902,Techno Pirates
10973,Somerset Bulldogs 1
13670,Barons Builders
18519,Team Marvel-us
20316,Crimson Comets
20739,Coding Chaos
20741,Checkmate
21233,Tech Syndicate
21321,Mechanical Mustangs Justify
21346,BASIS Some Assembly Required
4885,OmegaBotz
4886,Robo Junkies
4897,Bodacious Bulldawgs
4906,Junkyard Dawgs
9362,Samurai Robotics
9381,Hot Bots 
9735,Canis Major
10528,BOTS IN BLACK
10529,DinoBots
10860,Squid Gear
11004,Cantina Crew
11902,KillSwitch Robotics
13249,Nova Robotics
13805,Robotic Chaos
14145,Lions
14905,Bad Batch Bots
14952,Beskar Bots
15491,Venom Robotics
15493,The Misfits
17304,A Perfect Remix
17306,Humble Motiv8ors
17307,The Magnificent Seven
17480,CIA - Cats In Action
17481,Talk Nerdy to Me
19801,Rogue Robotics
20109,Iron Lions
20238,Rapture Raptors
21713,Nova Edge
21714,Revolting
21898,Braves
22014,Lions
17198,Wildcat Robotics 1
17332,Wildcat Robotics - 3
17977,Omni-Future
20145,Wildcat Robotics - 2
6209,ViperBots Venom
6272,Iron Eagles Prime
8886,Saber Robotics
11918,Grizzly Bots
12126,Cedar Creek HS EagleBots 
13329,Cedar Creek HS EagleBots 2
18030,ViperBots Leviathan
20020,ScrewIt
21927,Tigers in Motion
4720,STEAM Newton
4721,STEAM Einstein
5681,Robo Pirates
10921,Falcons
15758,PiRate Brigade
19935,UHS Dynamics
20778,Brentwood Bots
22629,Morales Jr High
7904,Robotigers
9626,Hockabots
10143,Aero
11339,Williams Warrior Robotics
12106,Eagle Apollo
12900,Quantum Claw
12926,Panther Robotics
12927,Shepton High Stallioneers
14524,PESH Bots
15083,Antagonists
15084,Water Coolers
15524,Cardinalbots
20754,Hephaestus
21127,Marvels of Irving
21354,EPIC Expedition
21822, Astro
22123,Stallion Robotics
3708,Iron Eagles Optimus
4545,ViperBots Ouroboros
6210,ViperBots  Stryke
7161,ViperBots Hydra
8424,Cyber Eagles
8541,Blue Chargerbots
12928,LightSaders
19452,Robocats
19696,B.O.T.S.
20250,Stampede
20736,Johnson Dynamics
20737,Johnson Juggernauts
21504,Ingenium
21816,Robo Eagles
22057,The Prototypes
22528,RoboChargers - Green
13109,Team Koopa
13584,X Reckless Robotics 
13714,Juarez Lincoln High School
15640,Rembrandt Spartans
16962,Gray Fangs
17029,Panther Bots
19884,JLHS Huskies Engineering and Robotics 1
21732,Cyber Knights
21733,Kryptic Knights
22622,Motor Knights
3781,Pi-Rho Maniacs
5628,The Tau Manifesto
6299,ViperBots QuadX
7079,FalTech
7797,Victorian Voltage
9527,Rogue Resistance
11093,MegaKnytes
16311,ViperBots Recoil
17113,Westwood Hunga Munga
17264,Westwood Arrowhead
19380,Millennium Falcons
19746,The Disruptingly Robocephalic BrainSTEM Robotics Team
19852,Platinum Platoon
20240,Westwood Slingshot
20716,BeauBots
21438,Chaotic Current
21893,Ursa Major
17228,Team Bomb-Omb
17229,The Scouts 
21729,Electric Knights
21730,Knights
9386,Elmer and Elsie Robotics
21743,AEYL - Mercenary Robotics
4705,Adamas Robotics
4745,Grand Tech Automation
6169,System Surfers
12139,Mini Adamas
13657,Satellite Squad
15226,Salamancas
16012,Blazing Bots
16802,Hollibots
21330,The Marvels of Tomorrow
21533,Keller Fusion FTC
21607,Kcalians
21921,GEARS Buccaneers
22539,Trial and Error
3296,Bots in Blue
4416,Steel Stallions
6221,Panther Bots Alpha
6407,Mechanical Mustangs Secretariat
10971,Somerset Bulldogs 2
12798,Gateway Robotics
13388,Warrior Warheads
15024,Cougarbots Bravo
16320,Gilded Gears
18094,BASIS Batteries Not Included
19918,Robo-Eagles
22185,Mecha Bots
22370,The Seths
22371,Alphabots
6901,Droid Rage - Phantom
12302,G-P Robotics: Synergy
13266,Droid Rage - Apex
16828,G-P Robotics: Fusion
16832,G-P Robotics: Unity
18458,Battery Chargerz
11341,ViBøTs 
11425,Murphy Mavbots Robotics Team
11472,RavenClaw Robotics
12977,Rust In Peace
13072,Fellowship of the Robot
14523,Free of Charge
16176,CDA Lions 
16405,Federal Bot Institute
17294,Over Dr!ve Robotics
17802,Logic No Tech
18698,Error 504
18860,RavenStorm Robotics
20838,Tech No Logic
22071,Technical Analysis
10862,Droid Rage - Nebula
15725,G-P Robotics: Dissension
16831,G-P Robotics: Entropy
17594,West Oso Junior High Bears 
4921,The Dropouts
5891,Redneck Engineering
18990,Irons Team 4
21856,J-Bots
4546,ViperBots SnakeByte
6990,Static Void
11503,ViperBots HyperFang
12596,ViperBots Copperhead
12670,Eclipse 12670
14363,CPHS ROBOLOBOS WHITE
16525,SkyRise Robotics
17315,Westwood Tomahawk
18884,Westwood Boomerang
18886,Westwood Atlatl
19591,Some Assembly Required
19853,Roboteers
21323,TrinityBots
21432,Short Circuits
22394,Rouse Radians
15546,Monkey Mechanics
15549,Mustang Maniacs
15550,Mustang 50
15553,Grumpy Avians
7198,Mechanical Minks
7676,Whidbey Island Wildcats
9330,NeoBots One
15117,Olympic Dragons
16864,Evergreen FTC
19834,NMS Cybernetic Narwhals
21312,NMS Volt Beasts
22196,Whidbey Island Wildcats B
11144,Barker Bluebacks
11146,Barker Tealbacks
