Team Number,Team Name
12888,The Stingers
13804,Powhatan SPEAR  
15308,FAIRY TAIL
18264,TheElectronovas
18792,Penguins Robotics 
18835,Deep Blue Robotics
19630,Watt Bots
19670,Turtles Robotics
20096,The Sentinels
21494,Solstice Robotics
21496,Comet Robotics
21497,Tigers Robotics
21524,Dolphins Robotics
21587,Orcas Robotics
21937,Proboscis Monkey
22254,Veritech
4946,Robo Raiders
5741,CVU RoboHawks
6731,Ringers
7418,Batteries Not Included
9622,RMS Robotics
18351,Bubbert Innovations
18616,River Valley RAD's
22683,JV RoboRedHawks
11487,Gadget Gryphons
22271,Delta Robot Ninjas 2
21871,Fruity Flames Deux
4106,Supposable Thumbs
4115,Men in Kilts
6426,RoboHodags
7974,Great Scott!
9225,Dynamite Social Club
10760,TBD
13625,Chair Chasers
16208,Crimson Crusaders
16217,Thunderstruck
16327,Panicking Coconuts
16460,GEarheads
18571,Organized Chaos
18661,Arc Flash
18663,Power Surge
21578,Fear the Gear
21738,BCFR Tech - De Pere Middle School
12265,GearHeads
20190,SJHS Falcons - The Unhinged
22459,SJHS Falcons - Grey_2
22460,SJHS Falcons - B_Blue
19767,The Frog Series
19769,Sentinels
22278,Caledonia Team 2
20427,FHC Warriors Gold
21783,PCSS1-FTC
21784,Mercier1-FTC
22712,French Fries
22780,FH2-FTC
18911,W.A.F.F.L.E.S.
19528,COMET TECH LANCERS
21396,LPCI
22379,Riverdale Tech Runners
22497,Riverdale Tech Rascals
22603,Stormbots
22664,Riverdale Tech Racers
14515,THEORY6
16399,Quantum Robotics
16421,Cathedral Robotics
21909,Bernie Custis Robo-Tigers
22582,Westdale Secondary School
22598,Nantyr1st
22831,Theory1
10183,F.R.O.G  Frog Robots Of Germany
12463,KKST-KeepKeenShowTech
14144,EAGirls
14183,Dukes of Brabant
14381,Dutch Warriors
16409,Team Orange
16410,GentleBotz
16476,RoyalCats
16785,Team ProBotiX
16788,The Encrypted Gentlemen
18917,Extraordinary Aristocrat Group (E.A.G)
20092,RTF-RoboticTechFrox
20760,Impossible Robotics
21905,BCS Vikings 
22106,i5B
22107,Tectura 1
22173,Red Monkeys
22507,Greenyard robotics
22621,5VSSTism 
11511,Referees
21853,Nauwhea - KRAKEN
21854,Nauwhea - JÖRMUNGANDR
22788,Woodford 1
22789,Woodford 2
22790,Karamu 1
22791,Karamu 2
22792,HBHS 1
22793,HBHS 2
22794,Havelock North High 1
22795,Havelock North High 2
22796,St Johns 
22797,c2 Seekers
22798,Nauwhea - SHOGUN
22799,Nauwhea - FILL INS
22835,Queenstown Robostormers
22228,EasyKidsRobotics
22339,BEN2ROBOT
22387,LightzStar 
22388,KOHMKEUDEE
22467,Fire Spectrum
22493,SBW3
22494,STRIVE
22509,CKK-ROBOT Senior
22510,CKK-ROBOT Junior
22606,PRC - GC - SKYHOOK
22607,PRC - GC - ASTRAEUS
22608,PRC - GC - CASPER
22609,PRC - GC - POWERPUNK
22641,Ezreal
22662,Erawan
22678,DARA Robotics
22679,Destiny
5389,Wired Wolves
12087,Capital City Dynamics
16837,The Prickles 
20710,Mandela Effect
92,Junior Bomb Squad
8373,Diva Force
14586,Einstein's Cross
17040,The Iron Patriots
21418,SeaCow Robotics
14417,TryHard Robotics
524,Boss Bots
6165,MSET CuttleFish
7175,Walbots
13217,Codo Dragons
13274,Longhorn Robotics
14663,Killabytez
16247,Thor Bots
17835,Robostangs
18271,RoBawks
19639,Alphabots
20791,Kronos
21663,WALL-E
596,SpectreBots
5773,Ink and Metal
12869,Voyager 6+
14300,Animatronics
14318,BioBots
16898,Poseidon
18133,Some Kids
21861,AAA Robotic 
22100,Maximum Overdrive
3846,Maelstrom
4997,Masquerade
21477,KRAK3N
10366,WiredCats Future
18619,BuccaNEERS
21313,Team Talos
21382,Marcus1
21882,Cyber Spartans
21884,Bionic Spartans
21896,Eagle Bots
16389,CyDroids of Cypress Lake
17015,KING TARP
17383,IMAGinators
22365,Black & Gold Warriors
22366,Nerds Inc.
22367,Vero-bots
22425,ICE
22505,Bunger Wolves
22864,Gearheads 2.0
5072,Wildcats
22397,G-Force
22896,Knightrogen
21824,Quest Gators
22069,Team Kiwi
8136,Fire and Ice
9034,Mustangs 
9808,Team Chargers
11457,STARbots
22363,Patton Junior High 1
7837,The Thunder Colts
11317,Alpha Wolfpack 
13335,Short Circuits
13885,OJ Cyborioles
16125,Marion Junior Eagle Engineers
19690,CCC Eagles
20377,Ludington Area Catholic MS 21
20882,Flat River Academy Robotic Grizzlies
21622,Harrison Middle School
22313,CybOrioles Orange
21115,Steel Stingers FTC
21512,Dragon1
11786,2PawsRoboticsJr
15344,The ROCK MonsterZ
15406,2 Paw Robotics Jr 2
16204,GOATageddon 
16220,Mechanical Mustangs--16220
17772,Pantarians 17772
22314,DMS Chieftains
9801,Titanium Minds
11270,Athena
16232,Chaska Circuit Breakers
17017,Falcon Frenzy
19423,Stanford
19424,B.O.B.
20148,Rusty Goons
21606,Method 2R Madness
21842,WILD HAZARD
11412,Green Stop Signs Chisago Lakes Middle School
11413,Auto Anonymous Chisago Lakes Middle School 
16479,The 709 Sincere Engineers 
17240,Iron Eagles
22074,Ignition 
22253,Los pollos roboticos( chicken robots)
289,Robohawks 289
290,Robohawks 290
291,Robohawks 291
11678,Arrow Flight 
16303,Wolves
16506,Circuit Breakers
21586,Broken Arrow
5481,Cerberus Robotics
9856,Spaghettified
21433,Epic Energetic Engineers
21682,Spartans
7105,SWIFT Intergalactic Space Llamas
8300,Pi Rho Eagles
8947,Techtonics
11528,Bots of Prey
16582,The Iron Dragons
17346,The Taco Terminators
18175,Techies
21351,Cybotz
9963,Comets 
16266,Killdeer Robotics
16630,T3- Tioga Tech Team
20782,Jedi tech
21460,Astronomical Blueprint
21772,Gear Heads
251,Mech-alodons
3777,Mecha Lion
6983,CouGEARS
11124,Angelbots
13970,Anjoules
19569,Robosapiens 
20255,Falcon's Nest
18959,North Valleys High School RoboPanthers
12777,Boulder City SuperBots
18858,ARC - Blue
21629,Central Technical Training Academy
21787,ARC - White
22157,Gear Guys
22159,Vulcans
22503,Mixed Nuts
208,Runic Robotics
3641,PPS Robotics
7021,RoboEagles
13900,Iron Horses
17621,Sea Dawgs
19707,NanoHawks
22199,ACE Basin Roboticist
9191,Beta Testers
12825,Wildkat Robotiks FTC
12857,Phantom
12978,CCHS Panther Robotics
15021,Ravioli Pastabots
16909,Fettuccine Pastabots
16910,Spaghetti Pastabots
16911,Rigatoni Pastabots
16912,Linguine Pastabots
17324,Green Machines
18064,Flex Capacitors
18065,Repeat Error
18861,Wasted Potential Energy
20258,Mind Bombs
21722,Macaroni Pastabots
21843,Prowler Robotics
22129,System Error
14238,Robo Lions (FTC)
16212,Tech-No-Logic
16215,Mystery Machine
16216,System Overload
16226,True Damage
17717,Cleveland ISD Fearsome Donuts
20335,LIONBOTS
22104,Douglass Dorks
17338,Murphy Robotics-The Sequel
22703,Tech Titans
9402,CyberSwarm
9403,Hive of Steel
10861,Stumble Bots
13263,Wyld Stallyns
16867,Trinity Chargers
21711,The McQueens
22856,Bots That Knock
5175,Vector Robotics
21338,Innovators
22135,7Teenzz
22170,JDT
22176,Team Overdrive
22393,Cardinals of the Future
22709,PNKSYX
22713,Bubble Bots
22714,The Scanners
22744,Channelview Blitz
22745,Jack Bots
22852,RoboFalcons
22853,Falconers
22344,Newman Gibbins 2
4719,STEAM Galileo
9503,The Goofy Goobers
22540,Royal Ramz
22541,Ram Jamz
21446,Rogers Robots
18503,The Well Team 3
17573,Achieve Jagwires
4798,ROBUFFS Dough Boys 4798
22326,Wimberley High School
3747,The Hive
8280,Calamity
8400,Perfect Paradox 
8641,The Masters
10373,Black Ops
10695,Theta Robotics
11002,"Die Toaster, Die!"
12515,Titanium Knights
15413,Toaster Medics
16028,Mecha Knights
16091,T.W.C.A. (Team Without a Cool Acronym)
16748,Rowland Hall Monochromats
16790,WARP
16927,Brighton Robotics
17230,Aluminum Falcons
17603,Nuclear Core
17604,TNT (Terribly Nice Team)
18095,Haywired! Robotics
19389,Angry Aliens
19697,S.O.U.P.
19744,Astro Knights
19922,Iron Lions
19924,The Black Swan
20108,GOATs
20515,Cubed ETs
21676,Traffic Cone Pigeon Girls
21881,Skynet
21895,Töster Strüüüüüdel
21977,ElectroSloths
22243,Artemis
226,Oakton Cougar Robotics 226
369,Oakton Cougar Robotics 369
519,Epsilon Delta Too
1885,ILITE - The Legacy
4634,FROGbots - Purple
6341,OOPS
6652,Cone Nappers
7346,Mustachio Peanuts
7844,Ratchet Bots
8095,NAnobots
8702,Innovotics
9073,Knightrix
9803,Orange County High School Hornets
9830,RobotLits
10216,SpiderByte
10515,Xtreme Voltage
11534,Bot Brigade Quartic
11804,Stick-Shift
13353,Circuit Breakers
13599,BruinBots
14691,Mechanical Mafia
15167,Robo Troopers
15310,FCHS Jagwires
16862,Terabyte Triceratops
17160,FROGbots - Green
17219,SpiderBits
17430,Seismic Waves
17575,FCHS Cubwires
17682,TimberX
17774,Monroe Robotics
18103,Nth Degree
21232,no team
21317,Q-Tech
22200,Power Potatoes
6158,Spartabots
7080,BACON
7393,electron Volts
9450,Phoenix
12718,Lions 
12882,Hypergaints
13100,47 Beavers
16605,YogicTransformers
16720,Indian's Robotics
16789,High Point 1st Robotics
16839,Portable Blue Devils
18381,RAM Eaters
18914,TechnoStriveZ
18996,S.T.A.T.I.C.
19434,Redstone.exe
20337,Say Watt?
20342,BACON 20342
22202,Infinity.exe
17610,OCEAN FTC
265,Viking Robotics 
13201,Team Hazmat
14631,Laser Tech
16310,Rising Rhinobots
19417,Superstellar
20293,Laser Bots
21180,Error 418
21867,Door of Hope
22531,Scarlett Robotics 2
22873,I'myanistsitapikoan
19164,Balga men Shege
21058,NIS KYRAN
21062,QUANT
21063,Initium Robotics
21066,5x1
21094,Super Wario Bros
22722,White Nights
22931,Qanaǵattandyrmaushylar
22940,AENTA
22946,North Wind
22949,Zerrte.kz
22956,SHUAK
22958,QSTEM TEAM
22975,BilOrda
23002,Antidisestablishmentarianists
23004,Animachine
23007,Rebels
23010,R10
23011,Space Vision
23012,OrdaBil
10908,Not That I Know Of
10956,Astromania
15786,CHS Fresh Wolverines
16542,Omninjaneers
18185,Lightbotics
20843,Joshua
20844,Nurchin-Bot
15923,CHS Wolverines Remastered
18810,CHS Wolverines Machine Rampage
10523,Dragons
10984,Beep Patrol
12889,Wyverns
14584,Pioneer 327
15135,Venom
15461,Nutz and Bolts
20679,Tech Cat Robotics
21579,Testing is Optional
22120,Foothills Cat - 3
22265,Gear Hounds
4153,Neptune
22040,Allstars R2 Robotics
16278,LogiLift
6323,The Pink Team
12020,STEAMsport FTC Codebots 1 
12961,Checkmate
21892,Cyber Birds
8709,Roosevelt High School 
9342,The Incredibots
10093,RoboKays
12982,Bionic Bulldogs
15596,Robo Wildcats
15597,Robo Wildcats
22499,Bulldog Robotics
22190,ITW David Speer Academy 2
22525,Richards
12130,Capy Bara
13401,RoboDucks - The Claw
13402,Team with No Name
13750,The Lab Rats
20045,Grey Fox
22138,Talos
14084,[Insert Name Here]
18375,Robo Tribe: Red Fury 
21624,Titans
10755,The Technomages
17994,Ragnabotics
20699,WJHS Hatchet Ratchex Robotics
22132,Gearserkers
22871,Rox-Paper-Scissors
4029,2 Bits and a Byte
4466,R.A.B.B.I.
8379,The Parity Bits
11460,Sliced Breadboards
12566,AZTECHS
13848,The 'Rock Bots 2.0
14666,Inverse Polarity FTC
15089,Circuit Breakers
15643,The 'Rock Bots
16368,Mountain Doers
16369,fulL-Tilt
17195,Doofenschmirtz Inc
18524,Excalibur
18925,Hivemind
19411,Tech Tigers
20290,Boston Basketbots
20340,Space Astros
20696,Uxbridge Robotics
7424,Robotic Warriors
13032,Ant Colony
22083,Lefty Loosey
10127,Tesla's Knights
20218,Black Drifters 2
4982,Cafe Bot
7525,Nerdy Birds
12719,Team Titanium
14199,FlyBots
16713,King Julien's Tech Squad
7961,MotorDame
11965,Steampunks
17560,Central Junior High TigerTECH
18292,The Dysfunctionals
18392,Hayti Indians 573
7678,Eldon Gearheads Maroon Team
20298,Nvizable Robotix
22551,Cavaliers23
406,Boulson's Revenge
7951,The KAONS
11203,DURT (DeSmet Ultimate Robotics Team)
5108,Amish Electricians
7414,Deceptibots
11450,Dickinson Rams
12806,Roboken
19227,The Brearley Bots
19784,Robotribe
13747,Techtronic Challengers
22050,Pirate Robotics
3750,Rush Henrietta Royal Robotics
5020,KilaBots
5319,Buff Sci-borgs
5356,TARDIS
5484,The EnderBots
5485,GorillaBots
6955,RoBovines
6996,Oncoming Storm
8397,Beta
10776,The Blackwater Bots
11245,Victor FTC Team 1
11246,Victor FTC Team 2
11975,RoboFalcons (South Lewis HS)
12833,Mechanical Meltdown
16854,Nuclear Detonation
17222,PROTA
19565,BEAM Robotics
22163,RIT STEP (StepHive)
1001,Hacksaw
6418,NDCL Robotics
7324,Oxymorons
8120,Electric Hornets
8581,Ædificatores
10237,US Robotics
12211,Trial & Error
14261,Wreck Less
17246,Cyborg Puppies
20385,The Abundant Sheep
20744,24 Karat
21368,Gesu Catholic School
21681,Moonshots
21901,ERR0R_405
21902,Grandfather Alan
22015,The Robo-Trojans
22814,FS Bulldogs
4914,SCH FTC XCalibur
5320,RoboLancers Gold
6676,RoboLancers Crimson
7423,Flaming Phoenix
11208,Kardia Robotics
11349,VorTech
13669,RAIDERBOTS - COATESVILLE AREA HIGH SCHOOL
14130,To Be Determined
14133,Lansdale Catholic Cyber Crusaders
14423,RoboCorns
16087,Klinger Klippers
16941,RoboLancers Cobalt
17334,Panthera Robotica
17388,Red Tornadoes
18387,Mallrats
18436,Basan
19976,SCH FTC Twinkle Toes
20390,Fire Snails
22002,RoboHatters Black
22003,RoboHatters Red
22279,SLAMtastic Squirrels
22280,Into the SLAMmer
22281,SLAMMMD
3795,JagWired
5440,Blazin' Circuits
8468,The Javengers
9242,GearHounds
10098,2 Eyed Illuminati
11792,BotsBurgh
16468,Green Lemons
16606,Tech-Knight Robotics
20094,Raiderbot's Squared
21324,Hackin Hounds 
21441,The Little Red Pony
22245,RoboLancers Kale
22246,RoboLancers Aubergine
22247,RoboLancers Pumpkin
4949,Warriors
9934,Webb Robotics - FTC
11468,Ohm Raiders
18687,SoKno Robo Junior 
21457,Tennessine Titans 
21461,TriCities Youth Robotics
12305,Ro-baddies
12347,Gears of Thrones
6984,STEMpocalypse Awakened
6985,Droid Rage Rewired
8680,Kraken-Pinion 
9956,The Knack
10100,Phoenix Force
10829,Bay Robotics
11570,Étude Engineers
12966,C-GULL ROBOTICS
16252,Ruh-Roh Robotics
19927,DUKES ROBOTICS
21737,Green Eggs and Program
8647,Super Cell
8703,Tiger Robotics
8956,Team Pyrogen
9637,Dominican Ultraviolet
9661,Steel Sirens
11526,Dominican Valkyries 
18658,Purple Rain
22089,Wild Robotics
18841,KSS ONE
9879,Root Negative One
20074,Kryptonite
20087,B-
21509,Robo-Stormers
13218,Taro
14214,NvyUs
18309,Dream Machines
19514,Oakland High School
22446,TerraBlaze
3746,NECO Robo Knights
7224,West Grand Robotics-Mechanical Mustangs 1.0
11308,YISE
11561,The Headless Horsemen
13835,Enigma
15379,LionTech
16253,BEAST Robotics
17483,Blackout
17969,MECH
19970,Bearbotics Beta
22250,Knightbots
22579,Space Alpacas
3565,Ghost Robotics
4410,ARC Lightning
5273,ARC Thunder
5276,Broken Code
5436,Aluminum Cobblers
6040,Canton Robodogs
6055,GearTicks
7245,Big Green
7571,Alumineers
8644,The Brainstormers
10331,ARC Hailstorm 
10560,Robo Hawks
12956,Lakerbots
13406,Consistently Inconsistent
15202,The Middle Dippers
17298,Astrobots
18153,NDACouGears
19950,YeeYee Institute of Technology
16709,Puffy Penguins
18599,3 Bros
5118,The HADRONS
11191,Red Vectors
6302,Odyssey
6516,ChargerBots
8772,RoboWildcats
12389,TMS Tornadoes
16151,R U Serious
16489,Virtual North
18364,The Bravo Seals
8569,RoboKnights
15707,Bots by the Creek
19410,Entropic Fluctuations
19539,The Tele-Ops 19539
20434,Binding Energy
21490,The Boltiverse
21501,Ohms
21502,Bionic Bulldogs
22377,SigmaCorns
12853,Robo Cavos
12601,Robostorm
18061,Simply Complex 18061
21995,Aquinas Trojans
4957,FM Robotics Team
6347,Nerds of a Feather
8863,Precision Cut-Ups
12736,Electric Mayhem Green
12737,Electric Mayhem White
14026,Eden Middle and High School
6184,MHS Tech Club
11211,Tiger Robotics
12569,STEMstangs
13172,Centipede
18386,Parallax Robotics
22523,CL0VERLEAF R0B0TICS
11344,Merritt Oilers
19563,Boise City BattleCats
5488,Robo Dragons
6540,Railsplitters
6552,Northeast High School
6606,Dobbins Force
7883,Iron Patriots
8480,Technabots
8730,Robogriffins
9854,Penn Charter Robotics
11493,Eclipse
12308,Bodine Ambassadors
13347,Project Home Robotics Team
652,Underdogs
3351,Tater Bots
4531,Gearwigs
16610,Controlled Chaos
22156,Robo Titans
22756,RoboKnights
18689,4-H Gear Grinders
14715,Peter Lougheed Thunder
21736,Neo Robotics
22801,Bolt.m3
22908,INFINITY
22957,IQUSBIL
22959,ADELLAB
22982,R10
22223,Curio one
21452,Aperate
5206,The Knights of Ni
10023,Who charged the battery
13216,Deja Vu
13981,InvestiGators
16887,RGB
19761,TechNoTerrors
21463,Delta Robotics
21669,Gurkha Geeks
21812,Tachyonics
22036,Washington Coders
22297,Infiniti Tech
18382,#AESABOTIX
22863,Huntington Park HS STEAM Magnet
22875,Maya Angelou Community HS
22876,Villanova Wildcats
22914,TEAM20437
22919,HMS FOXES
22898,reVisionaries 
22616,Name Under NDA(NUNDA)
5214,QLS Human Resources
11920,QLS Research & Development
12804,LED: Ladies of Engineering Design
14298,Lincoln Robotics
14323,Half-Wit Hatchlings
16276,Fard Odor Company
16283,Milk
16886,Dumpster Fire
17094,E.G.G.
17252,Metalworkers
18247,Build-A-Bot
19896,Gators
21402,The Ducks
21454,GalaxyBots
22330,Monkê
607,Dragon Slayers
3583,Cybirds
3796,Talons
4234,Engineered Chaos
5178,Mech Hawks
8582,Heavy Metal
9770,Kalamity J
13381,Live Laugh Bot
14575,Capital Bots
14607,Robot Uprising
15008,The Eclipse
16598,Fairfax Roarbotics
16791,DCPS: Jackson-Reed HS
16922,The Queen Bees
18442,Gear Rotation
19876,N-1
20005,BucketBots
20124,Epsilon
20380,The Borikengineers
21775,Opal Innovations
21828,Deal Dynamos
6406,First Tech Coyotes
9667,Bullis Robotics
13270,Electric Slide
17477,Kettle 2 the Mettle
18477,BIGBRAINBOTS
18602,Reboot
19642,Eagles
19818,Jade Innovations
21359,Stardroids
21929,Profound Pythons
22554,Bionic Bears
22777,GFHS Redwolves
14765,Mechatronic Mustangs
21320,Sentinel Bots 
11892,The Flash Drives
11434,JagWires
18167,ERA FTC: Team 1
20050,Rockets - RED
20052,Sullivan STEAM Academy 1
20053,Sullivan STEAM Academy 2
20287,Wasted Potential
17299,Thunder Chickens
17609,Rondo Robotics
22264,Digital Disruptors 
9102,Ravonics Orion
9103,Ravonics Rover
21392,ION Cats
13498,Robo Hawks
15583,Electric Eagles
8895,Loose Screws
13051,Servo Stressors
14257,REBELBOTS
9298,Bionic Cobras
5549,Blue Shift
7989,Autonomous Rex
15333,Code Sisters
16461,Infinite Turtles
20683,CMPD RoboCops 
21318,Leggo-CPC
21401,Axolotls
21404,Metal~Manipulators
21465,Nano~Gear
21601,Robo Innovators
22759,CMPD RoboCops 2.0
9707,St. Mary's Robotic Saints
14793,Pun-ishers
17449,Mechanism
17628,Grover Robotics
18045,Rusty Nail Robotics
22411,Wild Squirrels
22819,Saint Joe's 1
22820,St. Joe's 2
22925,Team Rocket
18857,Monarch Techs
8089,Mainframe Meltdown
10660,HBMS Silver Knights 10660
11780,B.L.U.E Box
11866,HBMS Royal Knights 11866
12494,Gear Grinders
12789,Hack-Gearz
13507,Banana Brigade
13738, Alvirne Robotics
16169,Banana Box
16209,The Dread Pirate Robots
17165,WLC W4RR10R5
17700,Mechanical Vikings
17868,GRS Cooperative
18151,The Flux Capacitors
18927,Dirty Birds
19643,Dragon Droids
19774,Torque
20099,Team Inconceivable!
22760,Navy Knights
22504,Blue Phoenix Robotics
17377,Pennsauken Robotics
22348,REAPR
14442,Neutrons
15789,Lovington RoboCats
16265,ENIGMA
21749,Out of the Bot Robotics
13334,Spence Light Sabers
15740,SAR2-D2
18898,spare_parts
19167,Robo_Sapiens
20789,Paranoid-Androids-On-Steriods
21464,Ramaz Rambots
18,Techno Chix
4243,Iron Devils
4654,Jellyfish 
7486,Suffern Robotics
8490,Mamaroneck Tigers
10870,Ardsley Robotics
10949,Mechanical Operations Bureau
11205,Edgemont Robotics Club
11995,TACA
12331,Scarsdale Robo Raiders
12414,Tin Diesel
14903,SharkBots
17022,Middiebots
20203,Super Awesome Robot
20807,Phoenix Robotics
20841,Peekskill Pride #1
21378,RoboTigers
21429,Golden Eagles
21580,Warwick Wildcats Robotics
3540,RoboBoogie
4137,IslandBots
5477,Innovo
7120,Bionica
7164,FalconBots
7407,Team VEGA
7417,Portledge Robotics
8013,Team Kuiper
8109,RISE Robotics
8110,Invicta
8818,Portledge Hit the Switch!
11649,Portledge Robo Time
14461,RoboHawks
17384,Rambam Rambots
17392,Tesseract
21605,Spontaneous Combustion
22692,Portledge Duct Tape and Pizza Bots
22942,Iron Phoenix 
124,Syosset Supersonics
4017,RoboPandas
5283,LAIMO
6942,Pandemonium
9421,Hydrofluoric Robotics
10169,Crimson Lightning
10696,Syosset Syborgs
12382,Syosset Nebula
13234,Longwood CSD Jr High FTC
13847,At Least It Didn't Explode
13867,BayBots
16145,Sea Lions
16938,Maajes
17204,Wired Wyverns
19506,Chickenators
21361,Mustangs
6454,Saints Robotics
6460,RoboWarriors
6567,Roboraiders
7420,MechaSpartans
8527,Bond Bots
10475,The Spartan Bots
11393,BraveBots
11607,HazMatrix
12011,InTigers
12915,System Override
13359,St. Lawrence Stingerz
14281,Ravena-Coeymans-Selkirk 
18773,Team Gambit
20018,Berlin InvenTeam
22277,Deep Fried Wires
22482,Hippobotamus
12282,Cyberdogs
14156,Packer Robotics
16622,KIPPNYC Bulldogs
19426,QHSS Cardinal Robotics
21690,Power Up
22166,Main Street Boulders
22262,Cyber Crusaders
22335,Polymorphism 
22781,Botics
22782,Starlight
22783,Mechanical Beasts
22784,BXBaby
22785,Hytex
3311,Innovators Robotics
7136,Higgs Bosons
9952,CHCA Beak Squad 7-8
10851,WASA
12056,Aves Ablaze
14365,Summit Knights
16749,Thunder Bolts
16892,ENVISION: The Electric Warriors
18275,SubZero
20322,Big Blue Bytes
21874,DRSS Discovery
22564,The Talawanda Tubers
20375,BioTech Buffs1
3900,Mechasharks
4149,Terabytes
6549,Whoa!Bots
8509,STEEL Serpents
8645,Robotic Doges
9820,Girls of Steel Hypatia
9821,Girls of Steel Hopper
12578,Trojanators
13474,MARS: Curiosity?
16011,Fayette County 4H
16564,Digital Devils
16762,Raider Robotics
16776,MARS: Opportunity S.T.E.A.M. punk!
18429,Ellis Robotics
18603,TeraBridges
19934,Mega Amps
20079,MARS: Ingenuity...
20223,USC Dynamics
21357,ROGO (Robotics Offering Girls Opportunities)
654,Barrington Bionics
6402,Mariners
20793,EP Townies 
21950,The Wilbur Lightning
22762,Saint Raybots
22872,Cheddar Contraptions
22857,Mechanical Mustangs Citation
4454,Mohawk Warriors Green
6455,MoHawk Warriors Red
8080,Ironclad
8790,Mohawk Warriors Purple
9840,Royal Robotics
10064,Lady Gears
14785,The Sensational Seven
16174,Loading.....
18071,Brainiac Maniacs
20000,Park Bots
21962,Raging Cy-Bots
22336,Steel Circuits
17719,Cleveland Lady Indians
22382,Brentwood Bots
10752,The Power Rangers
10963, KI Falcons
12846,Dynamic Gears
14069,KnightBots
16930,Omen
21891,Glowbotics
17191,CMS Robot Designers - 1
22952,Dauntless
21799,CyberStallionz
22054,Zapper Dragons
12366,Houndbot
19032,Irons Team 3
19432,The Bobs
10405,RoboKnights
18514,STORM Masters
194,ILITE - Ingenuity
354,ILITE - Inspiration
392,ILITE - Imagination
3116,Robo Warriors
4419,Pokèbots
4970,Loose Screws
5262,ILITE - Innovation
6383,HHS Robotics - Error Code 301
9202,Her Majesty's Engineers
13621,Cable Management
15317,HHS Robotics - Error Code 404
16067,Retronic Lions
16537,LOGICoyote
16829,Radioactive
19753,StarStruck
19832,SBS R0b0tics
19873,HHS Robotics - Error Code 502
19941,M&M (Metal Masterminds).exe
20194,JackBots
22022,Electric Eagles
22929,ZETAZERO
22934,xCellence
23005,robo-Q
13531,Botbusters Black
15600,CERBOTICS
16255,Minerva Warriors
16508,Minerva Legion
17755,ELECTRIC GEARS
21091,ILALBOTICS
21678,THUNDER EAGLES
21802,PrepaTec VOLTEC Robotics
22252,Devolt Ceres
22412,Ox N Bulls
6584,Rhinos
8327,Spartans
17625,Aztech Robotics I
17626,Aztech Robotics II
17627,Aztech Robotics III
17632,Aztroid
20327,Kitsunics
21612,AZTROBOTS 1
21741,XICALIBOTS
21801,Azteca Mérida II S. 
21803,AZTROBOTS 2
21804,AZTROID II
22466,Rhinos UP!
22553,ARCADIA
22568,AzTeam I
22569,AzTeam II
22570,Azcaiders
22571,Aztecbot
22572,Tlaztec I
22573,Tlaztec II
22574,Faztics
22575,Azteca Malinalco 
22728,JM RHINOS 
22854,KVoltage
21920,Lincoln Lightning
9448,Wolves
13215,ICEcode
16778,Cyber Wizards
18466,Mastermindz
19752,Mack Attack
19820,RoboKings
21227,Legend
21483,Piedmont Makers FTC 2022-3
21940,Hugo Bale
20439,Lake Balboa College Prep
20445,Vista Middle School 
20486,Verdugo Hills High School
20487,Lake Balboa College Preparatory K-12 Magnet
20490,Torres High School Engineering & Technology
20491,Sylmar Leadership Academy
20500,Bionic Lizards
20524,Valley Academy of Arts and Sciences 1
20532,Thomas Starr King MS 2
20569, Alfred B Nobel Charter MS
20586,San Fernando Senior High
20588,Woodland Hills Academy 1
20603,TS King Middle School 1
20626,Sherman Oaks Center for Enriched Studies 1
4943,RoboFusion
18254,The InZain Bots
19727,Roadrunner Robotics 
21326,OverZero
13277,STEAMpunks Bravo
4104,Robo Lobo
8969,Custom Settings
11260,Up-A-Creek Robotics 
13022,Ridgeview Hoplites
14953,Ridgeview Hoplites II
15677,ctrl+z
15689,Cyborg Rubber Ducks
15755,Conductivity
17153,Squid Squad
17302,Max Resistance
17973,Techno Trees
18099,G-R Overdrive
21430,BroomBots
21618,Circuit Breakers 4-H Robotics
22399,Cyber Samosas
40,HAX Robotics
4286,Dragonoids
4774,Fairfield Prep JesuBots 
5017,RoboEpic
7034,Singularity Technology 7034
8699,The League of Extraordinary Roboticist 
8942,Team Max
10132,Rocket Beavers
12923,Techno T-Rexes
18366,Robolution
19462,Team Beta
20188,Hotchkiss EFX Gearcats A
20189,Hotchkiss EFX Gearcats B
21691,Lumens Robotics-Westover School
22096,RoboTastic
22562,Fenger
13377,Blackout
20027,The Granger Gurus
19989,Wings of Steel
14901,Cubotics Callisto
15284,St. Thomas More Catholic High School
16553,Java Like it's Hot
21590,Cajun Robotics
21602,Les Garoux mechanics 1 
22491,Cubotics Orion
5060,Milton Static
5710,Titans
6032,Lightning Hawks
8245,CohBots
12147,Shtark Industries
13534,Robots in Plaid
14853,Aquabots
14875,LightSpeed
15943,Eaglebrook Eagles
18224,Lupine
18754,Galactic Narwhal Chicken Effect (GNCE)
21782,GRIFFINATORS
21877,Circuit Makers
21913,Hilltoppers34
22039,One-cone two-cone red-cone blue-cone
22489,Galactic Narwhal Chicken Effect - Diamond
4096,"T-10   (""T minus Ten"")"
5897,HackHers
8227,Enginuity
9006,Austin Prep Crusaders
9326,Liquid Oxygen
11359,Technicality
11723,Canton GearHounds
14864,"Wilmington Wired WildCats, WWW"
