OPR1,Auto1,CCWM1,OPR2,Auto2,CCWM2,OPR3,Auto3,CCWM3,OPR4,Auto4,CCWM4,score1,score2,diff
71.427,23.565,41.439,57.587,8.066,67.544,3.111,3.218,-44.425,39.379,16.125,2.5,167,45,122
-8.035,-0.106,-43.403,17.396,5.781,-31.934,72.397,15.512,64.282,6.918,6.562,-39.321,32,86,-54
28.345,-6.939,29.987,3.111,3.218,-44.425,6.457,-0.713,-20.761,44.41,15.842,18.29,24,28,-4
22.716,0.105,-2.032,2.136,4.518,-28.611,-9.542,-3.64,-32.308,36.992,-2.131,21.798,10,24,-14
57.587,8.066,67.544,3.111,3.218,-44.425,6.918,6.562,-39.321,28.345,-6.939,29.987,38,34,4
39.379,16.125,2.5,2.136,4.518,-28.611,44.41,15.842,18.29,-8.035,-0.106,-43.403,61,73,-12
6.457,-0.713,-20.761,72.397,15.512,64.282,-9.542,-3.64,-32.308,71.427,23.565,41.439,107,56,51
36.992,-2.131,21.798,22.716,0.105,-2.032,17.396,5.781,-31.934,44.41,15.842,18.29,93,62,31
28.345,-6.939,29.987,39.379,16.125,2.5,2.136,4.518,-28.611,72.397,15.512,64.282,53,58,-5
36.992,-2.131,21.798,-8.035,-0.106,-43.403,57.587,8.066,67.544,6.457,-0.713,-20.761,27,78,-51
17.396,5.781,-31.934,-9.542,-3.64,-32.308,3.111,3.218,-44.425,71.427,23.565,41.439,18,73,-55
6.918,6.562,-39.321,6.457,-0.713,-20.761,22.716,0.105,-2.032,39.379,16.125,2.5,12,53,-41
19.443,-1.722,-74.048,67.993,13.613,13.528,15.234,3.767,0.282,124.907,28.647,86.312,59,137,-78
27.596,19.151,2.303,23.229,11.348,2.348,16.438,-4.208,-18.893,50.926,16.473,32.065,57,38,19
42.191,1.021,0.474,17.971,4.186,-16.754,16.503,7.828,-40.844,71.24,17.505,47.293,36,90,-54
7.257,0.817,-18.704,50.788,24.317,-33.304,67.188,15.681,17.013,24.836,5.328,4.336,67,92,-25
42.518,5.394,27.942,49.361,6.883,-2.589,47.34,12.838,-24.381,17.579,-4.617,24.437,50,59,-9
18.71,-2.458,29.31,48.885,11.241,35.655,6.571,1.217,-36.899,41.023,16.273,0.763,54,15,39
2.475,1.412,-21.89,9.311,8.567,-70.204,106.499,27.561,94.266,0.241,-2.208,-71.281,17,110,-93
4.619,2.292,-48.98,97.987,35.114,46.893,25.717,-5.628,-32.579,64.528,12.492,60.202,89,92,-3
69.826,20.318,2.549,16.438,-4.208,-18.893,24.836,5.328,4.336,17.971,4.186,-16.754,71,34,37
16.503,7.828,-40.844,50.926,16.473,32.065,67.993,13.613,13.528,17.579,-4.617,24.437,44,80,-36
6.571,1.217,-36.899,7.257,0.817,-18.704,27.596,19.151,2.303,15.234,3.767,0.282,11,34,-23
23.229,11.348,2.348,50.788,24.317,-33.304,42.518,5.394,27.942,106.499,27.561,94.266,53,126,-73
71.24,17.505,47.293,124.907,28.647,86.312,9.311,8.567,-70.204,41.023,16.273,0.763,188,34,154
0.241,-2.208,-71.281,42.191,1.021,0.474,67.188,15.681,17.013,97.987,35.114,46.893,37,162,-125
48.885,11.241,35.655,47.34,12.838,-24.381,2.475,1.412,-21.89,25.717,-5.628,-32.579,135,28,107
69.826,20.318,2.549,64.528,12.492,60.202,19.443,-1.722,-74.048,18.71,-2.458,29.31,125,32,93
49.361,6.883,-2.589,17.971,4.186,-16.754,50.926,16.473,32.065,4.619,2.292,-48.98,93,65,28
42.518,5.394,27.942,15.234,3.767,0.282,9.311,8.567,-70.204,24.836,5.328,4.336,50,48,2
16.503,7.828,-40.844,67.188,15.681,17.013,124.907,28.647,86.312,16.438,-4.208,-18.893,65,152,-87
41.023,16.273,0.763,17.579,-4.617,24.437,42.191,1.021,0.474,25.717,-5.628,-32.579,56,62,-6
64.528,12.492,60.202,47.34,12.838,-24.381,6.571,1.217,-36.899,106.499,27.561,94.266,84,108,-24
0.241,-2.208,-71.281,4.619,2.292,-48.98,48.885,11.241,35.655,19.443,-1.722,-74.048,5,107,-102
49.361,6.883,-2.589,2.475,1.412,-21.89,23.229,11.348,2.348,7.257,0.817,-18.704,59,37,22
71.24,17.505,47.293,97.987,35.114,46.893,67.993,13.613,13.528,69.826,20.318,2.549,149,178,-29
27.596,19.151,2.303,42.191,1.021,0.474,50.788,24.317,-33.304,18.71,-2.458,29.31,51,76,-25
15.234,3.767,0.282,67.188,15.681,17.013,17.971,4.186,-16.754,64.528,12.492,60.202,74,83,-9
25.717,-5.628,-32.579,9.311,8.567,-70.204,50.926,16.473,32.065,6.571,1.217,-36.899,39,92,-53
7.257,0.817,-18.704,48.885,11.241,35.655,17.579,-4.617,24.437,16.438,-4.208,-18.893,43,62,-19
4.619,2.292,-48.98,42.518,5.394,27.942,2.475,1.412,-21.89,71.24,17.505,47.293,23,91,-68
18.71,-2.458,29.31,67.993,13.613,13.528,23.229,11.348,2.348,0.241,-2.208,-71.281,110,25,85
124.907,28.647,86.312,24.836,5.328,4.336,47.34,12.838,-24.381,27.596,19.151,2.303,150,80,70
41.023,16.273,0.763,69.826,20.318,2.549,50.788,24.317,-33.304,16.503,7.828,-40.844,146,65,81
97.987,35.114,46.893,106.499,27.561,94.266,49.361,6.883,-2.589,19.443,-1.722,-74.048,199,70,129
16.438,-4.208,-18.893,6.571,1.217,-36.899,42.191,1.021,0.474,42.518,5.394,27.942,29,139,-110
17.579,-4.617,24.437,9.311,8.567,-70.204,17.971,4.186,-16.754,23.229,11.348,2.348,13,48,-35
18.71,-2.458,29.31,47.34,12.838,-24.381,4.619,2.292,-48.98,15.234,3.767,0.282,56,48,8
64.528,12.492,60.202,16.503,7.828,-40.844,0.241,-2.208,-71.281,7.257,0.817,-18.704,116,8,108
124.907,28.647,86.312,25.717,-5.628,-32.579,50.788,24.317,-33.304,49.361,6.883,-2.589,151,108,43
41.023,16.273,0.763,27.596,19.151,2.303,67.993,13.613,13.528,2.475,1.412,-21.89,85,41,44
24.836,5.328,4.336,19.443,-1.722,-74.048,71.24,17.505,47.293,50.926,16.473,32.065,39,131,-92
106.499,27.561,94.266,67.188,15.681,17.013,48.885,11.241,35.655,69.826,20.318,2.549,204,68,136
97.987,35.114,46.893,42.518,5.394,27.942,9.311,8.567,-70.204,16.503,7.828,-40.844,183,33,150
7.731,6.575,-23.716,11.193,2.797,-5.964,38.436,18.492,19.883,18.011,0.969,4.36,17,65,-48
55.594,17.564,43.438,7.566,5.401,-7.368,9.742,9.782,-12.068,13.729,-3.557,-6.75,56,3,53
29.789,1.819,-8.221,19.615,-2.042,8.891,27.686,1.812,12.703,11.758,-0.187,-21.401,42,31,11
10.314,-2.202,-14.212,38.022,15.77,23.402,12.808,11.13,-0.822,-4.325,-2.456,-12.153,30,2,28
55.594,17.564,43.438,38.436,18.492,19.883,7.566,5.401,-7.368,18.011,0.969,4.36,58,12,46
19.615,-2.042,8.891,9.742,9.782,-12.068,11.193,2.797,-5.964,29.789,1.819,-8.221,39,49,-10
-4.325,-2.456,-12.153,11.758,-0.187,-21.401,12.808,11.13,-0.822,13.729,-3.557,-6.75,6,15,-9
10.314,-2.202,-14.212,27.686,1.812,12.703,38.022,15.77,23.402,7.731,6.575,-23.716,44,35,9
18.011,0.969,4.36,29.789,1.819,-8.221,7.566,5.401,-7.368,19.615,-2.042,8.891,24,32,-8
38.436,18.492,19.883,12.808,11.13,-0.822,55.594,17.564,43.438,-4.325,-2.456,-12.153,40,47,-7
7.731,6.575,-23.716,9.742,9.782,-12.068,11.758,-0.187,-21.401,38.022,15.77,23.402,40,69,-29
13.729,-3.557,-6.75,10.314,-2.202,-14.212,27.686,1.812,12.703,11.193,2.797,-5.964,22,33,-11
-4.325,-2.456,-12.153,19.615,-2.042,8.891,7.566,5.401,-7.368,38.436,18.492,19.883,24,56,-32
12.808,11.13,-0.822,18.011,0.969,4.36,9.742,9.782,-12.068,29.789,1.819,-8.221,39,42,-3
13.729,-3.557,-6.75,55.594,17.564,43.438,7.731,6.575,-23.716,10.314,-2.202,-14.212,73,28,45
38.022,15.77,23.402,27.686,1.812,12.703,11.758,-0.187,-21.401,11.193,2.797,-5.964,54,13,41
-4.325,-2.456,-12.153,38.436,18.492,19.883,18.011,0.969,4.36,9.742,9.782,-12.068,31,7,24
13.729,-3.557,-6.75,7.731,6.575,-23.716,19.615,-2.042,8.891,12.808,11.13,-0.822,20,35,-15
29.789,1.819,-8.221,27.686,1.812,12.703,38.022,15.77,23.402,55.594,17.564,43.438,59,96,-37
11.758,-0.187,-21.401,7.566,5.401,-7.368,11.193,2.797,-5.964,10.314,-2.202,-14.212,21,27,-6
9.742,9.782,-12.068,-4.325,-2.456,-12.153,19.615,-2.042,8.891,7.731,6.575,-23.716,12,9,3
29.789,1.819,-8.221,38.022,15.77,23.402,38.436,18.492,19.883,13.729,-3.557,-6.75,87,84,3
11.193,2.797,-5.964,7.566,5.401,-7.368,27.686,1.812,12.703,12.808,11.13,-0.822,23,59,-36
10.314,-2.202,-14.212,11.758,-0.187,-21.401,18.011,0.969,4.36,55.594,17.564,43.438,21,115,-94
12.078,-1.157,-20.199,24.537,3.799,3.847,20.04,3.233,5.148,7.23,-2.337,-15.938,13,19,-6
-4.609,0.954,-20.808,45.75,4.804,31.701,88.801,16.163,74.3,0.263,1.214,-17.857,25,66,-41
32.883,14.213,28.234,14.776,-6.927,-7.266,5.762,-3.901,-30.564,3.539,1.646,-51.569,55,7,48
41.094,10.669,17.586,16.83,0.046,-20.004,34.578,7.491,19.671,60.195,24.786,24.592,68,95,-27
8.425,-0.94,-23.502,45.75,4.804,31.701,20.04,3.233,5.148,24.537,3.799,3.847,52,39,13
7.23,-2.337,-15.938,32.883,14.213,28.234,-4.609,0.954,-20.808,14.776,-6.927,-7.266,37,3,34
5.762,-3.901,-30.564,41.094,10.669,17.586,16.83,0.046,-20.004,88.801,16.163,74.3,18,115,-97
0.263,1.214,-17.857,12.078,-1.157,-20.199,8.425,-0.94,-23.502,34.578,7.491,19.671,0,17,-17
3.539,1.646,-51.569,20.04,3.233,5.148,60.195,24.786,24.592,-4.609,0.954,-20.808,26,62,-36
16.83,0.046,-20.004,7.23,-2.337,-15.938,45.75,4.804,31.701,32.883,14.213,28.234,7,81,-74
24.537,3.799,3.847,8.425,-0.94,-23.502,34.578,7.491,19.671,5.762,-3.901,-30.564,50,36,14
3.539,1.646,-51.569,12.078,-1.157,-20.199,41.094,10.669,17.586,88.801,16.163,74.3,12,158,-146
60.195,24.786,24.592,14.776,-6.927,-7.266,45.75,4.804,31.701,0.263,1.214,-17.857,71,61,10
5.762,-3.901,-30.564,-4.609,0.954,-20.808,7.23,-2.337,-15.938,34.578,7.491,19.671,12,26,-14
41.094,10.669,17.586,8.425,-0.94,-23.502,32.883,14.213,28.234,3.539,1.646,-51.569,46,10,36
14.776,-6.927,-7.266,88.801,16.163,74.3,24.537,3.799,3.847,60.195,24.786,24.592,96,67,29
0.263,1.214,-17.857,16.83,0.046,-20.004,20.04,3.233,5.148,12.078,-1.157,-20.199,15,41,-26
45.75,4.804,31.701,5.762,-3.901,-30.564,-4.609,0.954,-20.808,41.094,10.669,17.586,61,27,34
88.801,16.163,74.3,60.195,24.786,24.592,8.425,-0.94,-23.502,7.23,-2.337,-15.938,169,32,137
24.537,3.799,3.847,0.263,1.214,-17.857,16.83,0.046,-20.004,32.883,14.213,28.234,49,53,-4
34.578,7.491,19.671,20.04,3.233,5.148,14.776,-6.927,-7.266,3.539,1.646,-51.569,84,24,60
60.195,24.786,24.592,45.75,4.804,31.701,12.078,-1.157,-20.199,5.762,-3.901,-30.564,101,33,68
7.23,-2.337,-15.938,41.094,10.669,17.586,0.263,1.214,-17.857,8.425,-0.94,-23.502,52,7,45
32.883,14.213,28.234,34.578,7.491,19.671,88.801,16.163,74.3,20.04,3.233,5.148,84,82,2
12.078,-1.157,-20.199,-4.609,0.954,-20.808,14.776,-6.927,-7.266,24.537,3.799,3.847,23,45,-22
3.539,1.646,-51.569,7.23,-2.337,-15.938,45.75,4.804,31.701,16.83,0.046,-20.004,35,59,-24
110.333,26.093,72.356,18.264,-2.591,-15.392,63.36,13.49,23.085,47.205,0.284,19.191,117,105,12
40.698,6.111,15.613,49.543,8.696,12.878,9.615,1.526,-41.477,22.176,-3.853,-14.215,102,33,69
19.605,9.295,-33.783,1.503,-6.206,-25.565,83.818,23.46,49.885,25.125,0.014,-10.493,22,46,-24
47.019,15.446,8.035,-1.121,-5.562,-28.12,17.458,5.609,-39.353,12.482,-0.292,-12.446,35,41,-6
9.615,1.526,-41.477,110.333,26.093,72.356,58.595,6.415,13.372,18.264,-2.591,-15.392,96,71,25
49.543,8.696,12.878,63.36,13.49,23.085,1.503,-6.206,-25.565,83.818,23.46,49.885,92,108,-16
47.019,15.446,8.035,12.482,-0.292,-12.446,19.605,9.295,-33.783,40.698,6.111,15.613,48,63,-15
58.595,6.415,13.372,-1.121,-5.562,-28.12,22.176,-3.853,-14.215,25.125,0.014,-10.493,59,54,5
47.205,0.284,19.191,83.818,23.46,49.885,17.458,5.609,-39.353,9.615,1.526,-41.477,148,17,131
12.482,-0.292,-12.446,19.605,9.295,-33.783,110.333,26.093,72.356,1.503,-6.206,-25.565,37,134,-97
25.125,0.014,-10.493,58.595,6.415,13.372,63.36,13.49,23.085,47.019,15.446,8.035,135,116,19
40.698,6.111,15.613,47.205,0.284,19.191,49.543,8.696,12.878,-1.121,-5.562,-28.12,79,46,33
22.176,-3.853,-14.215,17.458,5.609,-39.353,18.264,-2.591,-15.392,19.605,9.295,-33.783,36,9,27
25.125,0.014,-10.493,63.36,13.49,23.085,12.482,-0.292,-12.446,9.615,1.526,-41.477,60,27,33
-1.121,-5.562,-28.12,40.698,6.111,15.613,1.503,-6.206,-25.565,58.595,6.415,13.372,31,29,2
18.264,-2.591,-15.392,49.543,8.696,12.878,17.458,5.609,-39.353,47.019,15.446,8.035,97,64,33
22.176,-3.853,-14.215,83.818,23.46,49.885,110.333,26.093,72.356,47.205,0.284,19.191,139,168,-29
9.615,1.526,-41.477,63.36,13.49,23.085,-1.121,-5.562,-28.12,19.605,9.295,-33.783,105,27,78
18.264,-2.591,-15.392,17.458,5.609,-39.353,25.125,0.014,-10.493,40.698,6.111,15.613,41,71,-30
47.019,15.446,8.035,1.503,-6.206,-25.565,110.333,26.093,72.356,22.176,-3.853,-14.215,38,95,-57
12.482,-0.292,-12.446,58.595,6.415,13.372,47.205,0.284,19.191,49.543,8.696,12.878,55,56,-1
83.818,23.46,49.885,19.605,9.295,-33.783,-1.121,-5.562,-28.12,18.264,-2.591,-15.392,87,29,58
63.36,13.49,23.085,110.333,26.093,72.356,40.698,6.111,15.613,17.458,5.609,-39.353,191,56,135
1.503,-6.206,-25.565,9.615,1.526,-41.477,47.205,0.284,19.191,47.019,15.446,8.035,7,122,-115
58.595,6.415,13.372,22.176,-3.853,-14.215,83.818,23.46,49.885,12.482,-0.292,-12.446,81,103,-22
19.605,9.295,-33.783,25.125,0.014,-10.493,49.543,8.696,12.878,110.333,26.093,72.356,73,183,-110
97.361,11.413,-5.708,84.925,26.426,-19.668,101.32,21.739,23.182,58.03,27.227,-68.352,282,198,84
55.528,20.619,-26.71,40.513,6.578,-8.446,111.079,20.636,13.735,12.181,10.403,-26.368,100,129,-29
50.55,6.013,27.145,99.518,27.951,32.761,16.78,4.28,-69.945,36.325,12.789,-40.379,186,30,156
100.085,23.152,71.258,-4.576,3.026,-84.394,69.642,16.879,10.154,63.302,2.508,33.908,49,143,-94
57.519,23.455,-32.186,91.214,14.328,58.428,51.935,14.923,-32.05,46.209,5.614,-2.401,192,46,146
62.922,24.599,9.468,100.322,24.824,21.521,56.03,16.363,-49.08,103.813,22.974,54.614,158,169,-11
30.634,4.153,-47.655,76.3,23.17,-43.714,171.6,45.14,109.081,60.129,16.376,7.396,85,243,-158
-9.525,-2.941,-52.294,95.48,28.457,33.566,59.396,10.777,18.844,3.04,12.134,-65.852,63,80,-17
64.856,20.562,-1.682,84.533,23.25,43.852,127.827,29.918,50.081,62.254,17.534,17.674,118,133,-15
56.211,24.185,-17.003,146.76,41.333,47.609,74.115,9.306,-15.775,46.529,4.091,25.387,225,152,73
100.085,23.152,71.258,55.528,20.619,-26.71,50.55,6.013,27.145,97.361,11.413,-5.708,151,108,43
12.181,10.403,-26.368,101.32,21.739,23.182,63.302,2.508,33.908,57.519,23.455,-32.186,85,105,-20
46.209,5.614,-2.401,16.78,4.28,-69.945,100.322,24.824,21.521,40.513,6.578,-8.446,83,151,-68
103.813,22.974,54.614,76.3,23.17,-43.714,91.214,14.328,58.428,-4.576,3.026,-84.394,196,78,118
59.396,10.777,18.844,84.925,26.426,-19.668,36.325,12.789,-40.379,30.634,4.153,-47.655,161,47,114
3.04,12.134,-65.852,127.827,29.918,50.081,69.642,16.879,10.154,51.935,14.923,-32.05,144,100,44
84.533,23.25,43.852,111.079,20.636,13.735,56.03,16.363,-49.08,74.115,9.306,-15.775,232,162,70
146.76,41.333,47.609,62.922,24.599,9.468,58.03,27.227,-68.352,62.254,17.534,17.674,181,99,82
95.48,28.457,33.566,99.518,27.951,32.761,171.6,45.14,109.081,56.211,24.185,-17.003,187,229,-42
46.529,4.091,25.387,64.856,20.562,-1.682,-9.525,-2.941,-52.294,60.129,16.376,7.396,93,10,83
101.32,21.739,23.182,46.209,5.614,-2.401,55.528,20.619,-26.71,76.3,23.17,-43.714,180,109,71
100.322,24.824,21.521,50.55,6.013,27.145,57.519,23.455,-32.186,59.396,10.777,18.844,195,91,104
100.085,23.152,71.258,103.813,22.974,54.614,84.925,26.426,-19.668,3.04,12.134,-65.852,214,64,150
84.533,23.25,43.852,51.935,14.923,-32.05,40.513,6.578,-8.446,30.634,4.153,-47.655,134,48,86
97.361,11.413,-5.708,36.325,12.789,-40.379,146.76,41.333,47.609,12.181,10.403,-26.368,133,143,-10
171.6,45.14,109.081,56.03,16.363,-49.08,127.827,29.918,50.081,-4.576,3.026,-84.394,229,114,115
63.302,2.508,33.908,16.78,4.28,-69.945,95.48,28.457,33.566,46.529,4.091,25.387,55,94,-39
111.079,20.636,13.735,56.211,24.185,-17.003,62.922,24.599,9.468,64.856,20.562,-1.682,95,159,-64
60.129,16.376,7.396,69.642,16.879,10.154,58.03,27.227,-68.352,74.115,9.306,-15.775,143,99,44
62.254,17.534,17.674,91.214,14.328,58.428,99.518,27.951,32.761,-9.525,-2.941,-52.294,152,63,89
30.634,4.153,-47.655,101.32,21.739,23.182,103.813,22.974,54.614,50.55,6.013,27.145,125,160,-35
76.3,23.17,-43.714,84.533,23.25,43.852,57.519,23.455,-32.186,100.085,23.152,71.258,132,177,-45
51.935,14.923,-32.05,146.76,41.333,47.609,100.322,24.824,21.521,84.925,26.426,-19.668,252,169,83
-4.576,3.026,-84.394,95.48,28.457,33.566,40.513,6.578,-8.446,36.325,12.789,-40.379,127,80,47
3.04,12.134,-65.852,111.079,20.636,13.735,46.529,4.091,25.387,171.6,45.14,109.081,101,214,-113
69.642,16.879,10.154,46.209,5.614,-2.401,12.181,10.403,-26.368,64.856,20.562,-1.682,163,52,111
59.396,10.777,18.844,62.254,17.534,17.674,56.211,24.185,-17.003,60.129,16.376,7.396,142,119,23
127.827,29.918,50.081,-9.525,-2.941,-52.294,16.78,4.28,-69.945,55.528,20.619,-26.71,169,95,74
99.518,27.951,32.761,58.03,27.227,-68.352,56.03,16.363,-49.08,63.302,2.508,33.908,201,114,87
62.922,24.599,9.468,74.115,9.306,-15.775,91.214,14.328,58.428,97.361,11.413,-5.708,124,138,-14
84.925,26.426,-19.668,50.55,6.013,27.145,-4.576,3.026,-84.394,84.533,23.25,43.852,83,93,-10
46.529,4.091,25.387,57.519,23.455,-32.186,40.513,6.578,-8.446,103.813,22.974,54.614,102,115,-13
101.32,21.739,23.182,171.6,45.14,109.081,146.76,41.333,47.609,69.642,16.879,10.154,222,179,43
62.254,17.534,17.674,95.48,28.457,33.566,76.3,23.17,-43.714,12.181,10.403,-26.368,176,111,65
56.211,24.185,-17.003,30.634,4.153,-47.655,46.209,5.614,-2.401,3.04,12.134,-65.852,120,68,52
16.78,4.28,-69.945,56.03,16.363,-49.08,64.856,20.562,-1.682,59.396,10.777,18.844,102,142,-40
74.115,9.306,-15.775,100.322,24.824,21.521,55.528,20.619,-26.71,99.518,27.951,32.761,154,117,37
63.302,2.508,33.908,97.361,11.413,-5.708,-9.525,-2.941,-52.294,111.079,20.636,13.735,171,138,33
36.325,12.789,-40.379,127.827,29.918,50.081,91.214,14.328,58.428,58.03,27.227,-68.352,173,168,5
60.129,16.376,7.396,100.085,23.152,71.258,51.935,14.923,-32.05,62.922,24.599,9.468,175,106,69
76.3,23.17,-43.714,40.513,6.578,-8.446,50.55,6.013,27.145,146.76,41.333,47.609,152,204,-52
103.813,22.974,54.614,69.642,16.879,10.154,84.533,23.25,43.852,56.211,24.185,-17.003,162,154,8
12.181,10.403,-26.368,171.6,45.14,109.081,84.925,26.426,-19.668,16.78,4.28,-69.945,225,78,147
62.254,17.534,17.674,46.529,4.091,25.387,46.209,5.614,-2.401,56.03,16.363,-49.08,150,36,114
74.115,9.306,-15.775,-9.525,-2.941,-52.294,-4.576,3.026,-84.394,101.32,21.739,23.182,68,112,-44
97.361,11.413,-5.708,57.519,23.455,-32.186,99.518,27.951,32.761,127.827,29.918,50.081,136,221,-85
36.325,12.789,-40.379,51.935,14.923,-32.05,64.856,20.562,-1.682,63.302,2.508,33.908,120,154,-34
60.129,16.376,7.396,91.214,14.328,58.428,3.04,12.134,-65.852,100.322,24.824,21.521,150,91,59
58.03,27.227,-68.352,59.396,10.777,18.844,111.079,20.636,13.735,100.085,23.152,71.258,71,218,-147
30.634,4.153,-47.655,55.528,20.619,-26.71,95.48,28.457,33.566,62.922,24.599,9.468,125,183,-58
25.193,11.534,21.809,47.0,15.083,-22.735,37.282,5.431,7.174,-1.947,2.222,-65.11,68,27,41
29.73,1.865,-30.38,60.679,8.671,30.411,58.122,15.821,-5.031,85.582,1.086,29.022,140,133,7
66.042,17.794,22.24,63.906,9.784,34.789,71.109,20.621,7.871,7.315,1.916,-8.404,165,58,107
54.407,24.277,-3.157,47.578,20.219,19.752,66.289,16.09,29.896,17.264,-0.776,-23.629,76,85,-9
66.662,19.497,15.478,16.798,0.139,-23.04,59.525,13.621,26.067,48.029,23.443,-14.169,95,130,-35
1.242,3.2,-56.296,112.27,36.249,43.245,71.176,20.376,14.241,25.676,9.549,-29.467,121,132,-11
-1.947,2.222,-65.11,71.193,10.332,40.952,15.544,-1.878,-61.529,7.315,1.916,-8.404,70,17,53
54.407,24.277,-3.157,47.0,15.083,-22.735,60.679,8.671,30.411,71.109,20.621,7.871,75,127,-52
85.582,1.086,29.022,37.282,5.431,7.174,59.525,13.621,26.067,66.042,17.794,22.24,106,90,16
58.122,15.821,-5.031,66.662,19.497,15.478,71.176,20.376,14.241,66.289,16.09,29.896,111,133,-22
48.029,23.443,-14.169,15.544,-1.878,-61.529,25.193,11.534,21.809,112.27,36.249,43.245,30,174,-144
17.264,-0.776,-23.629,29.73,1.865,-30.38,1.242,3.2,-56.296,71.193,10.332,40.952,32,71,-39
25.676,9.549,-29.467,16.798,0.139,-23.04,47.578,20.219,19.752,63.906,9.784,34.789,47,98,-51
-1.947,2.222,-65.11,58.122,15.821,-5.031,85.582,1.086,29.022,54.407,24.277,-3.157,66,123,-57
47.0,15.083,-22.735,66.289,16.09,29.896,66.042,17.794,22.24,112.27,36.249,43.245,131,156,-25
48.029,23.443,-14.169,71.176,20.376,14.241,71.109,20.621,7.871,17.264,-0.776,-23.629,91,111,-20
7.315,1.916,-8.404,1.242,3.2,-56.296,16.798,0.139,-23.04,60.679,8.671,30.411,8,54,-46
47.578,20.219,19.752,37.282,5.431,7.174,71.193,10.332,40.952,66.662,19.497,15.478,96,111,-15
15.544,-1.878,-61.529,29.73,1.865,-30.38,59.525,13.621,26.067,63.906,9.784,34.789,27,130,-103
25.676,9.549,-29.467,71.109,20.621,7.871,25.193,11.534,21.809,85.582,1.086,29.022,87,130,-43
60.679,8.671,30.411,66.042,17.794,22.24,17.264,-0.776,-23.629,48.029,23.443,-14.169,138,54,84
16.798,0.139,-23.04,71.193,10.332,40.952,47.0,15.083,-22.735,71.176,20.376,14.241,134,86,48
66.662,19.497,15.478,54.407,24.277,-3.157,63.906,9.784,34.789,1.242,3.2,-56.296,144,40,104
7.315,1.916,-8.404,59.525,13.621,26.067,66.289,16.09,29.896,25.193,11.534,21.809,70,73,-3
37.282,5.431,7.174,58.122,15.821,-5.031,25.676,9.549,-29.467,15.544,-1.878,-61.529,100,43,57
112.27,36.249,43.245,47.578,20.219,19.752,29.73,1.865,-30.38,-1.947,2.222,-65.11,177,33,144
85.582,1.086,29.022,17.264,-0.776,-23.629,63.906,9.784,34.789,47.0,15.083,-22.735,128,121,7
71.193,10.332,40.952,60.679,8.671,30.411,66.662,19.497,15.478,25.193,11.534,21.809,98,90,8
71.176,20.376,14.241,66.042,17.794,22.24,54.407,24.277,-3.157,15.544,-1.878,-61.529,180,101,79
66.289,16.09,29.896,59.525,13.621,26.067,-1.947,2.222,-65.11,25.676,9.549,-29.467,141,15,126
58.122,15.821,-5.031,71.109,20.621,7.871,112.27,36.249,43.245,16.798,0.139,-23.04,153,102,51
48.029,23.443,-14.169,7.315,1.916,-8.404,29.73,1.865,-30.38,37.282,5.431,7.174,71,57,14
1.242,3.2,-56.296,85.582,1.086,29.022,15.544,-1.878,-61.529,47.578,20.219,19.752,87,88,-1
63.906,9.784,34.789,71.176,20.376,14.241,60.679,8.671,30.411,-1.947,2.222,-65.11,122,60,62
112.27,36.249,43.245,59.525,13.621,26.067,71.193,10.332,40.952,54.407,24.277,-3.157,160,141,19
17.264,-0.776,-23.629,25.676,9.549,-29.467,7.315,1.916,-8.404,66.662,19.497,15.478,20,82,-62
47.0,15.083,-22.735,48.029,23.443,-14.169,47.578,20.219,19.752,58.122,15.821,-5.031,130,92,38
66.042,17.794,22.24,25.193,11.534,21.809,16.798,0.139,-23.04,29.73,1.865,-30.38,60,35,25
71.109,20.621,7.871,66.289,16.09,29.896,37.282,5.431,7.174,1.242,3.2,-56.296,126,58,68
21.754,13.538,4.795,12.742,1.332,-23.616,16.513,3.5,-0.326,50.152,7.229,31.918,30,79,-49
19.292,-1.094,-7.176,14.135,-2.131,-15.812,26.14,8.15,6.536,24.379,1.955,-3.231,40,60,-20
2.547,-2.191,-24.769,4.81,0.769,-9.167,33.886,19.765,18.058,16.676,4.967,-7.489,10,22,-12
8.358,3.924,-5.944,26.14,8.15,6.536,49.855,18.607,37.724,12.742,1.332,-23.616,21,59,-38
24.379,1.955,-3.231,16.513,3.5,-0.326,2.547,-2.191,-24.769,33.886,19.765,18.058,46,45,1
50.152,7.229,31.918,8.358,3.924,-5.944,4.81,0.769,-9.167,19.292,-1.094,-7.176,62,11,51
14.135,-2.131,-15.812,49.855,18.607,37.724,21.754,13.538,4.795,16.676,4.967,-7.489,59,44,15
16.513,3.5,-0.326,2.547,-2.191,-24.769,8.358,3.924,-5.944,19.292,-1.094,-7.176,19,23,-4
21.754,13.538,4.795,24.379,1.955,-3.231,12.742,1.332,-23.616,4.81,0.769,-9.167,40,19,21
49.855,18.607,37.724,33.886,19.765,18.058,14.135,-2.131,-15.812,50.152,7.229,31.918,89,59,30
16.676,4.967,-7.489,2.547,-2.191,-24.769,26.14,8.15,6.536,21.754,13.538,4.795,21,59,-38
19.292,-1.094,-7.176,16.513,3.5,-0.326,4.81,0.769,-9.167,49.855,18.607,37.724,37,73,-36
12.742,1.332,-23.616,8.358,3.924,-5.944,14.135,-2.131,-15.812,33.886,19.765,18.058,37,64,-27
